County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
01001,58761,43747,11496,59,658,0,1864,39.0,68315,232,10001,2516,6726,4014,702,3116,3514,22308,16832,5476,7256,14,19744,1399,1151,19883,19869,15507,2111,990,810,1682,1015,2898,2269,2723,2486,56098,148,963,801,751,156,451,40188,55391,22308,16153,15559,18116,18496,20206,20630,4576,0,97.97,8,4,Charter Communications Inc -- WOW Internet Cable & Phone -- MCC_Georgia_LLC -- Central Access -- T-Mobile US -- Everstream -- Verizon -- AT&T Inc,0.94389999,0,0,1,1
01003,233420,195998,19445,848,2046,31,11210,43.7,71039,797,38059,8332,33474,15077,3483,9347,14098,90802,70708,20094,25090,172,80169,5374,5087,80935,80742,60567,8127,4050,2993,6815,4460,10759,8809,11020,9630,222944,460,1910,3924,4182,2760,1460,167022,221316,90802,59033,66656,70029,71206,85942,87203,6953,0,142.86,15,7,Conexus Communications Inc -- Benchmark Communications -- Point Broadband Fiber Holding LLC -- Charter Communications Inc -- MCC_Georgia_LLC -- Hasser -- Fusion -- Everstream -- T-Mobile US -- Troy Cablevision Inc. -- Verizon -- FRONTIER -- AT&T Inc -- Hurricane WiFi LLC -- Brightspeed,0.80409998,0,0,1,1
01005,24877,11309,11668,74,126,3,1202,40.6,39712,452,5136,1371,1167,640,188,2879,2401,9016,5858,3158,2700,0,6093,1582,1341,6151,6151,3671,2194,917,510,1431,676,1771,1069,1188,789,23990,22,89,315,461,550,175,17675,23578,9016,6221,4915,5507,6449,6107,7105,3356,1,28.54,9,6,Charter Communications Inc -- MCC_Georgia_LLC -- Union Springs Telephone Co.Inc. -- T-Mobile US -- Troy Cablevision Inc. -- Everstream -- Verizon -- AT&T Inc -- Brightspeed,0.5733,0,0,1,1
01007,22251,16872,4603,21,69,0,650,40.3,50669,358,5261,1249,1047,507,109,2667,1630,7216,5465,1751,2226,3,5666,543,1004,5755,5752,2798,1391,549,434,1213,656,991,622,809,640,21763,7,237,122,122,136,24,15925,21094,7216,4656,4259,5313,5607,6107,7444,1154,1,36.0,8,5,Charter Communications Inc -- Alabama Lightwave -- MCC_Georgia_LLC -- Central Access -- T-Mobile US -- Troy Cablevision Inc. -- Verizon -- AT&T Inc,0.22229999,0,0,1,1
01009,59077,53941,729,227,100,117,5721,40.8,57440,428,11248,3166,3840,1751,270,3078,5199,21626,17144,4482,7189,77,17625,1634,2290,17972,17890,11207,3243,1445,907,2014,1289,3036,2189,3069,2627,55955,0,279,980,1863,2044,26,40817,55667,21626,14947,14419,14483,17088,18166,17265,3193,0,91.31,8,5,Otelco Telephone LLC -- Point Broadband Fiber Holding LLC -- Charter Communications Inc -- Total Radio Service Inc. -- T-Mobile US -- Verizon -- AT&T Inc -- Windstream Buffalo Valley Inc.,0.71679997,0,0,1,1
01011,10328,2397,7117,0,43,0,907,39.2,36136,166,2515,442,492,93,53,1168,1519,3450,2231,1219,1231,20,2081,761,588,2125,2105,1427,1100,443,237,582,170,620,380,558,420,9891,0,48,103,286,200,8,7156,9766,3450,0,0,0,0,0,0,877,1,16.68,4,3,Mon-Cre Telephone Cooperative Inc. -- Union Springs Telephone Co.Inc. -- Cable Tv Of East Alabama -- Troy Cablevision Inc.,0.78119999,0,0,1,1
01013,18981,9777,8462,69,243,0,322,41.6,44429,65,5521,843,1029,542,139,1391,2546,7131,5047,2084,1962,0,5442,664,1025,5606,5599,3710,1196,425,344,1038,638,1396,996,1051,809,18566,19,74,164,158,56,33,13266,17927,7131,3745,0,4721,5121,5019,0,2861,1,24.69,7,4,Charter Communications Inc -- Hayneville TelCO/Fiber -- MCC_Georgia_LLC -- T-Mobile US -- Troy Cablevision Inc. -- Verizon -- Brightspeed,0.6074,0,0,1,1
01015,116162,83306,25631,258,765,207,4736,39.2,54339,1337,21599,5679,9098,4121,888,9669,10598,44693,31694,12999,12784,47,36884,4093,3669,37295,37248,27331,6493,3591,2356,4844,3080,7164,5249,5374,4563,111954,407,1103,1256,1442,1345,316,78931,109659,44693,31399,33954,33804,34779,37451,39611,8357,0,192.16,10,6,Pavlov Media -- Coosa Valley Technologies Inc. -- Charter Communications Inc -- Weiss Internet -- Cable America -- T-Mobile US -- Everstream -- Parker FiberNet LLC -- Verizon -- AT&T Inc,0.9382,0,0,1,1
01017,34612,19642,14114,21,60,3,1129,42.2,48805,415,7991,1772,2273,737,81,2205,3875,13143,9486,3657,3772,51,10230,1562,1300,10324,10273,8177,2528,671,387,1886,1141,2311,1472,1834,1437,34017,0,87,166,342,188,28,24706,32526,13143,9915,9323,9332,9715,10026,10538,4733,1,58.39,7,5,Point Broadband Fiber Holding LLC -- Charter Communications Inc -- TEC Bay Springs Division -- WOW Internet Cable & Phone -- T-Mobile US -- Verizon -- AT&T Inc,0.85860002,0,0,1,1
01019,25069,22884,1008,120,27,0,479,46.8,46621,590,5386,1292,1530,832,240,1138,2378,9997,7972,2025,2505,34,7675,979,1309,7814,7780,4504,1957,454,297,1339,748,1840,1288,1664,1299,24505,0,71,157,336,294,32,18523,23918,9997,7404,8416,6689,8554,8515,8970,2146,1,45.12,10,7,Xfinity -- Charter Communications Inc -- Killians Electronics LLC -- Weiss Internet -- TDS Telecom -- T-Mobile US -- Verizon -- Farmers Telecommunications Cooperative Inc. -- AT&T Inc -- Windstream Buffalo Valley Inc.,0.69989997,0,0,1,1
01021,45140,36693,4257,647,229,136,3664,39.9,62471,396,10769,1968,2504,1551,115,2523,3899,16931,12700,4231,5274,32,13439,1483,1977,13779,13734,8237,2915,909,546,1530,860,2754,2023,1898,1559,42935,1,365,746,1093,1489,108,30609,42431,16931,10738,11675,11992,13458,13590,14567,2379,1,64.74,8,4,Charter Communications Inc -- Alabama Lightwave -- Central Access -- T-Mobile US -- Everstream -- Verizon -- AT&T Inc -- Brightspeed,0.61140001,0,0,1,1
01023,12669,7180,5062,28,15,0,143,46.7,43299,259,2989,471,873,283,15,1099,1289,5228,4286,942,1330,9,3507,747,965,3634,3625,2182,1357,500,280,746,340,1011,568,535,404,12453,22,138,23,33,42,49,9052,11983,5228,0,0,0,0,0,0,1076,1,14.0,7,5,defastlink -- Charter Communications Inc -- TDS Telecom -- Pine Belt Broadcasting LLC -- T-Mobile US -- Millry Communications -- East Mississippi Connect LLC,0.56900001,0,0,1,1
01025,23058,11862,10490,15,90,0,335,42.7,47549,169,5860,709,1346,705,113,2188,2885,8188,5916,2272,2279,19,5708,1163,1298,5815,5796,3006,1927,880,355,935,535,1528,1017,851,644,22855,0,21,81,101,19,39,16015,21637,8188,5916,5053,6098,6113,5654,6956,2321,1,18.85,9,5,Conexus Communications Inc -- MCC_Georgia_LLC -- TDS Telecom -- Pine Belt Broadcasting LLC -- Everstream -- T-Mobile US -- Verizon -- FRONTIER -- AT&T Inc,0.50809997,0,0,1,1
01027,14209,11581,1790,5,36,0,437,43.9,48074,190,3161,600,926,279,78,996,1444,5485,4297,1188,1446,23,4032,631,799,4119,4096,2405,1280,455,271,671,335,756,511,946,694,14057,0,60,70,22,34,0,10053,13464,5485,0,0,0,0,0,0,1116,1,23.48,7,5,Coosa Valley Technologies Inc. -- Charter Communications Inc -- Everstream -- T-Mobile US -- Verizon -- AT&T Inc -- Brightspeed,0.3766,0,0,1,1
01029,15144,14028,411,35,15,0,401,42.2,51553,329,3316,829,1172,476,72,753,1178,5761,4496,1265,1504,6,4234,884,637,4261,4255,2021,1397,424,223,489,181,981,699,884,599,14829,3,101,105,106,111,16,10630,14243,5761,0,0,0,0,0,0,665,1,26.86,8,4,Charter Communications Inc -- HCI -- T-Mobile US -- Parker FiberNet LLC -- Everstream -- Verizon -- AT&T Inc -- Brightspeed,0.56699997,0,0,1,1
01031,53559,38834,8997,368,563,8,4500,39.2,62199,365,8599,1982,4786,2424,362,4183,4409,20363,14145,6218,6454,69,17175,1444,1675,17350,17281,13226,2507,1312,896,2001,1396,2405,1724,2825,2409,50231,452,766,934,1176,1294,349,36556,50391,20363,14863,16352,15609,17130,17158,17697,4519,0,78.12,9,4,Rapid Wireless LLC -- Charter Communications Inc -- BuzzBroadband -- MCC_Georgia_LLC -- T-Mobile US -- Troy Cablevision Inc. -- Everstream -- Verizon -- Brightspeed,0.83840001,0,0,1,1
