Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
22001960101,3354,2399,759,0,2,0,409,36.7,50162,113,800,100,248,0,11,183,686,1110,710,400,324,0,854,90,166,883,883,759,227,89,50,77,63,266,239,116,39,3201,0,0,0,153,85,33,2320,3086,1110,509,0,382.58,5,3,Charter Communications Inc -- Acadianabroadband -- Cajun Broadband -- Verizon -- Brightspeed,0,0,1,1
22001960102,2232,1048,854,235,0,0,512,35.4,39905,0,624,128,13,30,0,150,176,753,398,355,263,0,582,70,101,648,648,485,71,21,21,110,75,182,133,136,115,2093,0,81,0,58,22,34,1429,2075,753,369,0,236.35,4,2,Acadianabroadband -- Verizon -- Brightspeed -- Charter Communications Inc,0,0,1,1
22001960201,3064,2972,0,0,0,0,275,40.1,59393,48,765,245,195,45,0,116,78,1105,858,247,520,0,939,63,103,957,957,537,124,34,34,84,6,130,114,215,191,3033,0,9,17,5,5,48,2072,2922,1105,466,0,44.28,5,3,Verizon -- Charter Communications Inc -- T-Mobile US -- BSTWIFI -- Brightspeed,0,0,1,1
22001960202,2056,2036,20,0,0,0,0,43.1,92019,18,471,0,202,110,43,20,72,820,805,15,211,0,741,53,26,767,767,454,37,20,20,6,6,136,136,18,18,2056,0,0,0,0,0,45,1474,1995,820,388,0,29.11,6,4,Brightspeed -- Charter Communications Inc -- T-Mobile US -- Verizon -- AT&T Inc -- BSTWIFI,0,0,1,1
22001960300,3392,3373,7,0,0,0,0,40.7,79728,60,880,168,202,33,0,169,245,1211,1088,123,349,0,962,180,69,972,972,516,238,92,59,75,50,127,85,198,160,3389,0,3,0,0,0,11,2312,3248,1211,397,1,36.0,6,4,Charter Communications Inc -- BSTWIFI -- T-Mobile US -- Verizon -- AT&T Inc -- Brightspeed,0,0,1,1
22001960401,2455,2199,171,0,37,0,0,37.7,69861,28,364,70,212,21,0,228,290,890,714,176,365,0,715,154,21,715,715,428,175,89,89,61,55,15,0,169,84,2455,0,0,0,0,0,0,1835,2340,890,300,0,56.4,5,3,T-Mobile US -- Verizon -- REACH4 Communications -- AT&T Inc -- BSTWIFI,0,0,1,1
22001960402,2175,2016,68,0,0,0,82,30.6,58661,54,507,9,139,63,0,278,204,761,492,269,329,15,574,59,113,633,618,463,71,75,47,84,67,77,40,127,91,2148,0,0,0,27,27,0,1230,2010,761,220,0,101.46,5,3,Charter Communications Inc -- T-Mobile US -- BSTWIFI -- Verizon -- Brightspeed,0,0,1,1
22001960403,2437,2421,0,0,0,0,22,36.4,80750,24,728,266,129,26,0,88,278,1016,915,101,506,0,621,395,0,621,621,195,383,53,22,147,147,116,116,98,82,2428,0,0,0,9,0,0,1601,2321,1016,195,0,45.83,5,3,T-Mobile US -- Verizon -- REACH4 Communications -- AT&T Inc -- BSTWIFI,0,0,1,1
22001960501,2494,2451,15,0,0,0,19,48.3,60921,87,804,296,179,28,0,62,183,964,851,113,260,0,698,24,242,698,698,304,266,47,0,101,27,232,206,95,69,2494,0,0,0,0,0,185,1884,2385,964,361,0,164.76,7,5,Acadianabroadband -- Charter Communications Inc -- Cajun Broadband -- T-Mobile US -- Cox Communications -- Verizon -- REACH4 Communications,0,0,1,1
22001960502,2747,2049,267,0,29,0,95,28.4,55197,19,732,103,62,0,0,289,186,799,545,254,394,0,614,41,144,614,614,277,150,25,25,169,124,91,37,59,27,2693,0,18,11,25,0,102,1490,2652,799,248,0,111.76,5,3,Charter Communications Inc -- Acadianabroadband -- Cajun Broadband -- Verizon -- REACH4 Communications,0,0,1,1
22001960503,1305,1154,84,0,0,0,21,39.8,76364,0,298,41,183,32,0,132,49,432,360,72,168,0,432,0,0,432,432,279,0,15,15,0,0,90,90,40,40,1305,0,0,0,0,0,0,796,1202,432,141,0,38.51,7,3,Charter Communications Inc -- Acadianabroadband -- T-Mobile US -- Verizon -- REACH4 Communications -- Louisiana Competitive Telecommunications -- BSTWIFI,0,0,1,1
