Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
53001950100,2456,2193,33,10,28,4,201,43.8,65625,10,409,51,279,89,4,59,104,1001,749,252,225,0,819,86,96,819,819,508,131,57,37,89,55,107,81,117,99,2358,0,31,56,11,0,30,1741,2374,1001,112,1,4.13,6,3,EV Holdings 1 LLC -- Pend Oreille PUD -- T-Mobile US -- Verizon -- LocalTel Communications -- CenturyLink,0,0,1,1
53001950200,1935,1305,0,41,0,0,561,42.1,68083,3,321,76,208,69,20,111,181,615,424,191,194,2,510,55,48,519,517,286,81,39,16,37,25,40,30,85,72,1723,0,2,14,196,225,0,1220,1824,615,72,1,1.77,6,3,EV Holdings 1 LLC -- Ziply Fiber -- Pioneer Telephone Company -- T-Mobile US -- CenturyLink -- LocalTel Communications,1,0,1,1
53001950301,1669,641,0,15,1,0,1144,33.5,62801,57,159,93,63,37,29,136,3,544,493,51,161,0,309,8,227,404,404,128,132,24,24,7,7,96,0,76,55,1209,0,1,72,387,482,40,976,1532,544,67,0,10.73,7,5,EV Holdings 1 LLC -- Ziply Fiber -- T-Mobile US -- CenturyLink -- Verizon -- Vyve Broadband -- LocalTel Communications,0,0,1,1
53001950302,2720,503,0,249,0,0,2428,24.8,52500,87,315,60,12,45,9,436,585,742,404,338,439,0,605,60,77,605,605,283,137,99,67,34,34,143,72,88,78,1715,0,9,63,933,1058,109,1347,2563,742,91,0,40.62,5,4,EV Holdings 1 LLC -- Ziply Fiber -- T-Mobile US -- Vyve Broadband -- LocalTel Communications,0,0,1,1
53001950303,2826,1446,0,0,0,80,2089,29.1,59840,40,399,189,124,39,25,303,480,740,635,105,351,0,672,68,0,672,672,424,68,6,6,16,16,196,167,59,59,2013,0,0,235,578,896,0,1490,2586,740,108,0,55.79,6,4,EV Holdings 1 LLC -- Ziply Fiber -- T-Mobile US -- CenturyLink -- Vyve Broadband -- LocalTel Communications,0,0,1,1
53001950400,3031,1585,5,39,68,0,2197,29.7,54214,7,403,83,239,55,3,186,308,950,457,493,411,0,822,39,89,822,822,516,105,8,0,170,113,149,124,119,96,2444,0,26,166,395,379,44,1612,2592,950,122,1,2255.34,7,4,EV Holdings 1 LLC -- Ziply Fiber -- T-Mobile US -- Pend Oreille PUD -- CenturyLink -- Vyve Broadband -- LocalTel Communications,0,0,1,1
53001950500,5920,3088,6,87,29,0,4633,24.4,64711,22,611,358,93,143,0,894,465,1712,930,782,941,0,1521,87,104,1521,1521,1147,104,199,150,154,93,162,150,116,116,4322,0,0,404,1194,1368,0,2872,5265,1712,222,1,1212.61,7,5,EV Holdings 1 LLC -- Ziply Fiber -- T-Mobile US -- Verizon -- LocalTel Communications -- Vyve Broadband -- CenturyLink,0,0,1,1
53003960100,4363,4040,18,0,22,0,70,53.3,79663,13,605,76,692,207,238,150,116,1900,1719,181,412,7,1726,67,100,1751,1744,1394,128,56,56,51,41,201,165,158,124,4163,0,42,52,106,0,6,3241,4207,1900,166,1,8.22,8,4,Cable America -- First Step Internet LLC -- TDS Telecom -- Inland Cellular LLC -- T-Mobile US -- Pend Oreille PUD -- Verizon -- CenturyLink,0,0,1,1
53003960200,4450,4288,0,0,0,0,245,55.0,73906,12,916,210,514,335,26,486,100,2059,1642,417,279,0,1756,149,154,1789,1789,1408,210,149,111,151,82,122,122,189,147,4377,0,0,73,0,0,16,3549,4389,2059,254,1,40.81,7,3,Cable America -- First Step Internet LLC -- TDS Telecom -- Inland Cellular LLC -- T-Mobile US -- Pend Oreille PUD -- CenturyLink,0,0,1,1
53003960300,3320,3157,0,0,15,0,230,36.0,55950,9,697,275,263,43,6,310,249,1312,745,567,435,0,1191,87,34,1191,1191,882,98,80,39,123,114,248,202,168,161,3233,0,25,34,28,50,5,2306,3109,1312,195,1,2334.17,8,3,Lightspeed Networks -- Cable America -- First Step Internet LLC -- Pend Oreille PUD -- Inland Cellular LLC -- T-Mobile US -- Verizon -- CenturyLink,0,0,1,1
