Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
23001010100,1538,1341,151,0,18,0,25,49.7,24977,29,382,132,102,79,5,167,197,957,125,832,105,5,564,191,197,574,564,529,275,86,61,300,97,279,203,166,103,1436,0,5,39,58,25,63,1169,1492,957,252,0,4754.4,7,5,Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- FirstLight Fiber,0,0,1,1
23001010200,5149,4968,19,0,32,0,5,37.0,71385,0,758,209,735,176,79,153,250,2113,1167,946,420,0,1965,76,72,1965,1965,1785,53,70,31,301,242,164,143,310,294,4920,0,37,67,125,0,47,3319,5096,2113,561,0,273.56,8,6,Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
23001010300,2554,2151,218,0,0,0,82,35.7,74034,15,508,101,289,101,39,106,314,1007,364,643,301,0,736,35,236,736,736,680,238,40,0,68,50,216,86,45,38,2378,4,0,36,136,0,49,1646,2327,1007,304,0,5941.92,6,4,Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- FirstLight Fiber,0,0,1,1
23001010400,2245,2112,2,0,60,0,99,48.7,62500,94,427,54,244,102,5,70,138,974,676,298,188,0,844,49,81,850,850,742,90,45,45,67,48,85,47,127,93,2152,0,17,76,0,0,42,1626,2204,974,211,0,2538.09,7,5,Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- FirstLight Fiber,0,0,1,1
23001010500,2295,2015,93,0,0,0,170,32.7,47625,4,382,105,150,63,13,155,347,950,238,712,333,0,836,61,53,836,836,758,87,97,69,124,79,112,71,180,180,2185,50,3,12,45,61,23,1437,2042,950,263,0,7532.58,5,4,Consolidated Communications -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- FirstLight Fiber,0,0,1,1
23001010600,3030,2868,0,0,0,0,12,37.8,58643,0,424,102,379,89,72,88,150,1215,904,311,408,0,1118,68,29,1128,1128,990,47,24,6,85,76,217,207,167,167,3001,0,23,6,0,0,23,2127,2943,1215,345,0,138.53,7,6,Consolidated Communications -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
23001010700,3132,2973,46,0,29,0,0,41.3,93131,8,692,91,404,128,115,56,11,1352,1082,270,318,0,1198,9,145,1198,1198,1038,154,54,54,71,45,109,44,125,106,2984,0,20,63,65,0,42,2201,2990,1352,345,0,280.52,8,6,Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
23001010800,4095,3821,0,0,8,0,94,43.2,66938,61,523,135,541,312,52,264,195,1741,1492,249,458,0,1579,123,39,1595,1595,1418,115,35,35,77,41,204,178,224,150,3954,0,39,81,21,31,18,2763,3899,1741,471,0,719.75,7,5,Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- FirstLight Fiber,0,0,1,1
23001020100,1573,1137,328,0,39,0,15,37.2,26171,32,318,198,127,66,0,275,349,959,11,948,187,0,593,173,193,600,600,475,204,60,46,298,181,262,160,126,103,1294,0,0,36,243,0,170,1204,1430,959,301,0,5060.2,7,6,Consolidated Communications -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
23001020200,1456,1286,75,0,0,0,0,32.0,39659,45,270,80,159,52,3,29,291,811,209,602,148,6,639,133,33,645,639,522,145,32,12,76,62,230,148,217,195,1426,0,0,5,25,0,39,1006,1379,811,233,0,3764.12,7,6,Consolidated Communications -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
