Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
56001962700,2997,2731,0,0,0,0,201,43.6,109360,0,302,124,647,151,0,35,109,1352,1103,249,374,7,1233,69,43,1246,1239,899,87,44,44,48,25,87,71,90,90,2927,0,16,15,39,19,0,2256,2791,1352,151,0,13.29,9,5,LARIAT -- Vistabeam -- Charter Communications Inc -- Mountain West Technologies Corporation -- Allstream Business US LLC -- T-Mobile US -- Verizon -- Visionary Broadband -- CenturyLink,0,0,1,1
56001962800,3129,2553,2,15,10,0,604,30.1,61158,0,319,25,480,217,30,177,150,1329,883,446,444,0,1272,10,47,1272,1272,1149,57,59,59,102,102,146,136,241,200,3041,0,26,30,32,0,8,1890,2910,1329,141,0,986.78,8,5,LARIAT -- Vistabeam -- Charter Communications Inc -- Mountain West Technologies Corporation -- T-Mobile US -- Verizon -- Visionary Broadband -- CenturyLink,0,0,1,1
56001962900,1667,1186,0,16,40,0,760,37.2,54233,10,240,98,273,81,11,107,64,903,666,237,225,0,840,29,34,840,840,707,43,66,58,54,25,141,135,151,138,1449,0,32,6,180,90,8,1253,1630,903,112,0,611.52,9,4,LARIAT -- Vistabeam -- Kwikbit Inc. -- Charter Communications Inc -- Bluepeak -- Mountain West Technologies Corporation -- Verizon -- Visionary Broadband -- CenturyLink,0,0,1,1
56001963000,2493,2265,3,11,16,0,292,24.7,35781,9,183,13,361,60,0,456,536,1113,310,803,173,0,1047,55,11,1050,1050,892,8,107,107,211,175,231,223,186,167,2389,0,25,32,47,26,10,1203,2354,1113,142,0,763.83,7,4,LARIAT -- Vistabeam -- Bluepeak -- Charter Communications Inc -- Mountain West Technologies Corporation -- Verizon -- Visionary Broadband,0,0,1,1
56001963101,3695,3272,25,0,242,0,160,36.2,112274,0,110,40,622,563,138,12,82,1309,1110,199,484,0,1246,24,39,1246,1246,1177,39,10,0,16,16,39,39,51,51,3481,0,6,58,150,17,54,2259,3436,1309,154,0,1957.04,8,4,LARIAT -- Vistabeam -- Bluepeak -- Charter Communications Inc -- Mountain West Technologies Corporation -- Verizon -- Visionary Broadband -- CenturyLink,0,0,1,1
56001963102,4193,3638,144,7,220,0,268,24.7,38592,0,189,44,754,399,58,717,642,1933,588,1345,264,0,1711,125,97,1711,1711,1608,114,445,395,128,128,293,259,272,218,3913,0,0,220,60,1,54,1986,4110,1933,226,0,5986.29,7,3,LARIAT -- Vistabeam -- Bluepeak -- Charter Communications Inc -- Verizon -- Visionary Broadband -- CenturyLink,0,0,1,1
56001963400,3324,2642,31,89,380,39,222,28.4,40616,0,117,58,522,601,71,477,594,1818,437,1381,230,0,1600,150,68,1608,1608,1504,76,265,246,252,220,246,216,378,353,2790,0,35,47,452,29,331,2023,3216,1818,200,0,6138.33,8,4,LARIAT -- Vistabeam -- Charter Communications Inc -- Bluepeak -- Mountain West Technologies Corporation -- Verizon -- Visionary Broadband -- CenturyLink,0,0,1,1
56001963500,2408,2040,58,2,101,0,239,19.7,16705,0,22,4,71,37,5,173,94,259,0,259,12,0,105,151,3,105,105,94,3,70,12,79,19,27,17,37,25,2178,4,10,19,197,17,73,227,2403,259,29,0,2659.98,4,2,Charter Communications Inc -- Visionary Broadband -- Vistabeam -- LARIAT,0,0,1,1
56001963600,4353,4063,2,3,82,0,104,27.0,54219,0,134,25,568,403,86,658,689,1988,858,1130,332,0,1911,41,36,1911,1911,1679,36,164,151,229,218,210,193,339,339,3864,0,58,89,342,0,15,2416,4300,1988,218,0,5420.76,6,3,LARIAT -- Vistabeam -- Charter Communications Inc -- Bluepeak -- Verizon -- Visionary Broadband,0,0,1,1
56001963700,6717,5842,105,0,229,0,664,27.3,48684,0,563,95,1163,797,61,941,1204,3215,1356,1859,741,18,2730,385,82,2748,2730,2401,191,204,115,487,413,656,468,340,292,6196,0,63,268,190,85,30,3595,6246,3215,313,0,553.12,9,5,LARIAT -- Pavlov Media -- Vistabeam -- Charter Communications Inc -- Bluepeak -- Mountain West Technologies Corporation -- Verizon -- Visionary Broadband -- CenturyLink,0,0,1,1
56001963900,2549,2211,0,8,92,11,205,58.2,98323,50,242,90,612,320,80,60,83,1071,924,147,198,0,986,33,52,986,986,377,67,25,24,28,16,29,19,164,134,2449,0,0,53,47,0,34,1993,2501,1071,104,1,0.96,9,6,LARIAT -- Vistabeam -- Charter Communications Inc -- Mountain West Technologies Corporation -- Union Telephone Company -- T-Mobile US -- Verizon -- Visionary Broadband -- CenturyLink,0,0,1,1
56003962600,2547,2379,0,24,7,22,109,52.4,54141,3,521,42,310,100,9,128,210,1092,825,267,183,0,858,92,142,860,860,655,183,45,37,117,21,156,98,204,175,2466,0,8,9,64,40,1,2072,2493,1092,64,1,2.05,5,3,Dubois Telephone Exchange Inc. -- Charter Communications Inc -- T-Mobile US -- Verizon -- TCT Cable Internet (Hardin),0,0,1,1
56003962700,4073,3452,0,8,24,0,614,39.6,66579,31,532,111,374,98,41,190,144,1444,1122,322,390,4,1290,69,81,1313,1309,1071,107,89,41,105,84,233,212,131,117,3787,0,58,94,134,183,15,2659,3796,1444,133,1,4.51,4,3,TCT Cable Internet (Hardin) -- T-Mobile US -- Verizon -- Charter Communications Inc,0,0,1,1
56003962800,5070,4623,52,41,50,9,409,36.9,67926,14,840,203,465,194,7,259,340,1726,1339,387,617,9,1447,120,150,1466,1457,1055,216,47,13,118,75,224,192,198,115,4951,0,25,57,37,49,24,3223,4751,1726,104,1,6.89,4,2,TCT Cable Internet (Hardin) -- T-Mobile US -- CenturyLink -- Verizon,0,0,1,1
56005000101,1688,1635,0,0,0,0,15,51.1,83859,0,462,44,147,35,22,187,96,712,677,35,181,0,712,0,0,712,712,262,0,39,39,60,60,73,73,27,27,1688,0,0,0,0,0,0,1331,1647,712,48,0,2.06,6,4,Charter Communications Inc -- T-Mobile US -- Verizon -- Visionary Broadband -- Collins Communications LLC -- CenturyLink,1,0,1,1
56005000102,5230,4970,99,0,0,37,126,34.8,118925,0,751,218,828,424,100,43,33,1999,1477,522,714,0,1983,16,0,1983,1983,1498,16,0,0,0,0,51,51,149,149,5147,20,18,45,0,0,0,3560,4947,1999,180,0,15.44,4,2,Visionary Broadband -- Collins Communications LLC -- CenturyLink -- Charter Communications Inc,0,0,1,1
56005000103,1693,1427,13,0,10,0,186,35.8,81977,0,336,42,139,19,9,53,246,711,532,179,258,0,664,47,0,664,664,322,39,15,15,58,58,125,125,16,16,1496,0,0,23,174,160,0,1199,1529,711,19,0,2.43,5,2,Fusion -- T-Mobile US -- Visionary Broadband -- Collins Communications LLC -- CenturyLink,0,0,1,1
56005000200,8019,6573,29,4,0,0,968,34.2,110641,2,879,414,824,337,81,228,743,2777,2262,515,1007,0,2484,197,96,2484,2484,1911,153,85,67,264,207,156,156,129,129,7780,0,37,155,47,144,16,4889,7215,2777,222,0,233.99,7,4,Dubois Telephone Exchange Inc. -- Charter Communications Inc -- T-Mobile US -- Verizon -- Visionary Broadband -- Collins Communications LLC -- CenturyLink,0,0,1,1
56005000300,4911,4141,21,53,0,0,502,33.6,72868,38,533,202,233,435,16,273,393,1945,1436,509,791,0,1777,78,90,1777,1777,1351,107,108,108,74,54,207,189,207,169,4460,0,242,74,135,110,0,3109,4658,1945,198,0,508.58,7,4,Dubois Telephone Exchange Inc. -- Charter Communications Inc -- T-Mobile US -- Verizon -- Visionary Broadband -- Collins Communications LLC -- CenturyLink,0,0,1,1
56005000400,3572,3350,4,53,0,0,177,36.6,76005,8,1016,110,202,112,1,190,132,1483,945,538,409,0,1341,51,91,1350,1350,996,125,67,50,85,73,194,166,109,75,3532,0,8,25,7,54,0,2443,3485,1483,268,0,2495.39,5,3,Charter Communications Inc -- Verizon -- Visionary Broadband -- Collins Communications LLC -- CenturyLink,0,0,1,1
