Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
12001000201,4856,3446,287,5,386,0,722,21.5,17727,0,109,8,403,104,21,2248,873,1960,151,1809,59,0,1429,435,96,1448,1448,1406,77,675,577,355,277,429,250,283,177,4170,23,28,305,330,0,28,1077,4830,1960,486,0,9207.64,5,5,Pavlov Media -- T-Mobile US -- Cox Communications -- Verizon -- AT&T Inc,0,0,1,1
12001000202,5464,4170,517,0,224,0,1032,20.9,13045,0,64,0,157,33,34,2282,790,1690,301,1389,18,0,1298,321,71,1298,1298,1114,161,485,373,773,568,104,86,78,21,5155,41,47,35,186,13,63,706,5464,1690,447,0,14256.19,6,5,Pavlov Media -- T-Mobile US -- Everstream -- Cox Communications -- Verizon -- AT&T Inc,0,0,1,1
12001000301,4034,2331,1240,0,84,0,279,26.7,45227,7,503,94,762,130,79,568,346,1816,468,1348,347,12,1303,365,136,1371,1359,1041,180,215,182,169,108,327,127,552,489,3765,21,0,207,41,16,30,2503,3970,1816,647,0,4488.28,4,4,AT&T Inc -- T-Mobile US -- Cox Communications -- Verizon,0,0,1,1
12001000302,2363,1545,564,0,98,0,319,37.4,41868,0,321,40,474,265,26,103,218,1237,670,567,211,0,981,237,19,981,981,833,109,65,65,287,155,132,112,272,217,2104,25,78,76,80,58,33,1852,2235,1237,564,0,1632.17,4,4,AT&T Inc -- T-Mobile US -- Cox Communications -- Verizon,0,0,1,1
12001000400,5526,2941,1641,40,171,25,525,29.7,50417,106,684,187,1128,423,16,664,466,2242,1321,921,665,0,2087,101,54,2087,2087,1686,125,133,133,303,260,135,135,543,431,5073,73,0,132,248,106,162,3936,5346,2242,908,0,2511.78,5,4,Fusion -- T-Mobile US -- Cox Communications -- Verizon -- AT&T Inc,0,0,1,1
12001000500,4844,3977,589,29,77,0,294,36.5,57590,5,396,74,941,731,165,351,695,2451,1082,1369,440,0,2092,263,96,2155,2155,2028,101,110,68,209,193,326,279,499,461,4370,82,33,179,180,0,94,3305,4689,2451,744,0,3162.81,5,5,Pavlov Media -- T-Mobile US -- Cox Communications -- Verizon -- AT&T Inc,0,0,1,1
12001000600,5909,151,5611,0,3,0,41,26.6,26638,0,852,334,294,56,0,1000,1034,1912,754,1158,796,32,1106,678,96,1177,1145,913,317,256,167,278,124,638,270,206,166,5887,8,1,12,1,0,0,3121,5017,1912,1140,0,2074.5,4,4,AT&T Inc -- T-Mobile US -- Cox Communications -- Verizon,0,0,1,1
12001000700,7114,2260,4466,9,0,0,362,39.6,45649,61,1707,76,551,235,33,872,1254,2512,1644,868,699,17,1994,359,142,2011,1994,1317,451,360,210,369,167,256,256,545,457,6442,63,126,239,244,177,193,4973,6660,2512,1665,0,800.04,5,5,Pavlov Media -- T-Mobile US -- Cox Communications -- Verizon -- AT&T Inc,0,0,1,1
12001000806,3507,1995,232,0,768,0,475,22.7,20907,0,193,11,376,380,57,1313,307,1397,133,1264,235,0,1071,326,0,1071,1071,969,44,348,315,332,183,252,212,191,174,2558,91,12,159,687,54,360,1391,3336,1397,359,0,9292.82,5,5,Pavlov Media -- T-Mobile US -- Cox Communications -- Verizon -- AT&T Inc,0,0,1,1
12001000808,3860,1983,1361,21,263,0,518,24.8,47549,0,295,0,447,264,147,669,289,1302,154,1148,274,0,1174,122,6,1174,1174,1015,48,189,142,110,110,157,111,245,245,3516,0,57,108,179,0,24,1847,3535,1302,415,0,3522.22,5,5,Pavlov Media -- T-Mobile US -- Cox Communications -- Verizon -- AT&T Inc,0,0,1,1
