Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
42001030101,2658,2465,2,0,8,0,207,47.5,80231,20,664,130,392,142,18,59,69,1061,918,143,274,10,977,37,37,993,983,776,47,11,6,15,15,87,81,150,118,2503,25,25,72,33,66,11,1992,2537,1061,57,1,125.25,4,3,Xfinity -- T-Mobile US -- Brightspeed -- Verizon,0,0,1,1
42001030103,2416,2384,0,0,25,0,0,48.0,111603,0,657,64,357,248,18,67,0,847,833,14,169,0,813,0,34,813,813,657,34,4,4,26,7,0,0,21,13,2376,0,32,4,4,0,4,1825,2386,847,54,0,325.68,4,3,Xfinity -- T-Mobile US -- Brightspeed -- Verizon,0,0,1,1
42001030104,3395,3119,18,0,0,0,165,46.8,81150,26,821,159,241,33,59,73,72,1285,1089,196,344,28,1102,0,155,1130,1102,861,155,22,22,61,26,176,105,120,109,3258,0,67,20,50,80,0,2350,3357,1285,77,0,181.63,4,3,Xfinity -- T-Mobile US -- Brightspeed -- Verizon,0,0,1,1
42001030200,5475,4623,181,97,0,0,943,41.7,68363,101,1728,208,391,174,28,274,320,2035,1545,490,616,10,1721,154,150,1744,1734,1441,225,60,48,155,134,192,103,266,178,5003,20,21,177,254,318,0,3840,5240,2035,121,1,118.62,4,3,Xfinity -- T-Mobile US -- Brightspeed -- Verizon,0,0,1,1
42001030300,4412,4091,134,4,0,0,644,41.7,81577,64,1246,143,222,207,18,112,173,1668,1485,183,382,18,1420,65,165,1448,1430,1116,167,34,34,23,10,158,90,216,196,4174,0,13,120,105,151,10,3218,4273,1668,92,1,101.14,4,3,Xfinity -- T-Mobile US -- Verizon -- Brightspeed,0,0,1,1
42001030400,5462,5129,23,0,139,0,209,47.5,88558,97,1366,230,471,255,5,302,362,2135,1635,500,632,48,1785,127,175,1865,1817,1557,243,107,67,72,49,165,65,321,272,5283,0,118,13,48,85,101,3945,5072,2135,124,1,78.8,4,3,Xfinity -- T-Mobile US -- Verizon -- Brightspeed,0,0,1,1
42001030500,3782,3177,83,0,9,0,513,45.3,62652,26,1038,189,281,197,18,337,228,1522,1174,348,369,0,1321,37,164,1359,1359,1110,142,79,76,80,68,229,166,204,200,3522,0,22,156,82,197,32,2682,3529,1522,88,1,152.97,4,3,Xfinity -- T-Mobile US -- Verizon -- Brightspeed,0,0,1,1
42001030600,4879,4584,124,0,10,4,380,50.2,76250,14,1127,218,685,480,35,151,208,1728,1443,285,421,0,1543,67,118,1584,1584,1306,122,38,31,152,94,98,81,197,185,4659,5,41,110,64,32,32,3727,4682,1728,135,1,142.86,4,3,Xfinity -- T-Mobile US -- Brightspeed -- Verizon,0,0,1,1
42001030700,6541,6287,85,0,16,0,312,44.3,77651,58,1885,297,485,257,0,289,342,2751,2111,640,723,0,2339,98,314,2437,2437,1947,272,20,11,260,80,201,190,343,271,6376,20,16,35,94,40,0,4744,6100,2751,185,1,206.02,4,3,Xfinity -- T-Mobile US -- Brightspeed -- Verizon,0,0,1,1
42001030801,3416,3254,71,0,28,0,128,43.2,79000,18,973,146,204,103,30,90,233,1284,1105,179,400,0,1089,83,112,1092,1092,920,159,33,33,97,46,124,73,119,84,3302,5,1,105,3,20,4,2352,3210,1284,95,0,406.75,4,3,Xfinity -- T-Mobile US -- Brightspeed -- Verizon,0,0,1,1
42001030802,1573,1507,7,0,2,0,83,41.9,68628,5,407,53,120,121,6,30,62,665,417,248,194,0,552,27,86,559,559,435,101,14,7,29,19,74,47,66,48,1507,5,0,13,48,49,3,1164,1502,665,35,0,2267.01,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
42001030803,2712,2533,52,1,0,0,122,38.9,90197,11,556,106,320,105,13,105,82,906,865,41,307,5,849,5,47,856,851,742,45,21,13,25,21,59,44,106,94,2645,0,11,26,30,41,11,1672,2585,906,65,0,199.2,4,3,Xfinity -- T-Mobile US -- Brightspeed -- Verizon,0,0,1,1
42001030901,3464,3167,9,1,10,0,405,39.3,68750,36,791,90,258,165,0,167,188,1332,950,382,406,3,1092,90,147,1109,1106,882,181,38,21,105,73,211,146,135,96,3286,8,21,53,96,153,0,2316,3306,1332,90,0,1607.21,4,3,Xfinity -- T-Mobile US -- Verizon -- Brightspeed,0,0,1,1
42001030902,4181,3951,12,0,0,0,303,56.0,69855,129,1050,173,367,345,19,107,110,1837,1141,696,401,14,1613,79,131,1663,1649,1272,109,50,34,56,33,291,226,193,135,4065,0,36,64,16,88,0,3218,3991,1837,114,0,525.38,4,3,Xfinity -- T-Mobile US -- Brightspeed -- Verizon,0,0,1,1
42001031000,2146,2003,0,0,0,0,181,36.0,93611,8,581,40,179,171,0,16,50,834,703,131,307,13,774,13,34,787,774,704,47,6,6,4,4,70,52,40,18,2094,0,7,39,6,2,0,1479,2023,834,69,1,694.15,5,3,Xfinity -- T-Mobile US -- Verizon -- Shentel -- Brightspeed,0,0,1,1
42001031101,5070,4714,46,0,0,0,284,39.1,61847,12,1360,271,309,133,49,279,56,2095,1271,824,732,53,1634,106,302,1710,1657,1495,348,100,38,68,25,252,127,400,267,5019,0,23,16,12,0,0,3404,4823,2095,195,1,4361.71,5,3,Xfinity -- T-Mobile US -- Verizon -- Shentel -- Brightspeed,0,0,1,1
42001031102,3718,3169,104,144,9,0,332,47.5,99526,17,877,148,512,239,37,32,42,1413,1247,166,392,0,1300,15,98,1300,1300,1157,107,24,16,38,38,155,117,121,83,3497,14,15,130,62,96,20,2665,3525,1413,107,1,536.84,4,3,Xfinity -- T-Mobile US -- Brightspeed -- Verizon,0,0,1,1
42001031201,3792,3519,34,0,60,0,377,46.4,96750,52,756,142,502,307,56,210,64,1403,1219,184,461,35,1261,45,62,1296,1261,1069,62,18,18,40,23,102,74,171,145,3488,0,134,74,96,112,58,2662,3656,1403,115,1,144.75,4,3,Xfinity -- T-Mobile US -- Brightspeed -- Verizon,0,0,1,1
42001031202,2848,2646,0,3,4,0,123,46.2,101071,13,870,66,281,75,4,26,48,1000,915,85,242,16,881,14,89,914,898,779,78,10,0,64,45,52,20,92,86,2813,0,25,1,9,49,8,2013,2762,1000,73,1,259.81,3,2,Xfinity -- Brightspeed -- Verizon,0,0,1,1
