Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
02013000100,3407,576,183,1263,676,10,405,41.6,79961,67,1002,51,339,106,7,145,284,899,529,370,256,0,519,287,93,519,519,392,327,36,17,60,28,108,27,77,49,2161,10,134,312,790,186,642,2675,3299,899,9,1,1.61,0,0,0,1,1,0,0
02016000100,877,275,41,383,66,0,96,43.1,83906,0,228,89,69,12,0,110,24,173,83,90,35,0,130,33,10,132,132,96,36,7,5,5,3,29,24,14,6,802,0,0,70,5,8,22,665,850,173,1,1,1.1,0,0,0,1,1,0,0
02016000200,4342,1081,160,104,2057,183,706,38.7,104706,18,1082,197,439,61,11,153,191,796,185,611,279,1,594,145,56,621,620,341,93,5,4,13,2,28,15,45,32,1881,9,229,892,1331,114,906,3196,4149,796,2,1,3.98,2,1,OptimERA Holdings Inc -- GCI Communication Corp.,1,1,1,1
02020000101,5370,4438,45,350,14,106,457,37.2,147375,0,507,234,896,508,69,211,83,1753,1582,171,671,0,1630,50,73,1632,1632,1413,121,41,41,41,4,37,31,0,0,4965,0,204,168,33,43,1,3613,5002,1753,78,0,9.05,2,2,Matanuska Telecom Association Inc. -- GCI Communication Corp.,0,1,1,1
02020000102,4323,3403,2,138,20,0,29,42.6,81483,0,530,152,614,324,239,262,382,1773,1438,335,438,17,1684,72,0,1701,1684,1396,59,0,0,249,219,46,46,68,68,4169,0,68,29,57,0,0,3180,4154,1773,76,0,68.34,4,3,Matanuska Telecom Association Inc. -- Verizon -- Borealis Broadband Inc. -- GCI Communication Corp.,0,1,1,1
02020000201,4728,3746,120,168,128,182,689,29.7,85000,9,444,103,626,287,125,135,304,1924,962,962,626,0,1731,184,9,1731,1731,1530,74,122,111,40,40,204,189,209,197,4387,0,25,236,80,0,26,2931,4336,1924,56,0,3768.2,3,2,Matanuska Telecom Association Inc. -- Borealis Broadband Inc. -- GCI Communication Corp.,0,1,1,1
02020000202,7097,5597,316,21,425,0,640,37.6,126852,17,825,209,1108,462,106,53,342,2658,1958,700,819,0,2549,61,48,2571,2571,2286,29,47,21,98,55,105,105,220,217,6352,0,234,494,17,0,140,4875,6790,2658,80,0,1979.12,5,4,Matanuska Telecom Association Inc. -- ALASKA COMMUNICATIONS -- Borealis Broadband Inc. -- Verizon -- GCI Communication Corp.,0,1,1,1
02020000204,3450,2709,289,209,0,8,189,41.0,171300,18,329,66,646,581,221,32,130,1178,1095,83,410,10,1110,45,13,1120,1110,967,46,21,8,73,73,0,0,0,0,3266,9,83,53,39,1,18,2525,3296,1178,39,0,17.72,4,3,Matanuska Telecom Association Inc. -- Verizon -- Borealis Broadband Inc. -- GCI Communication Corp.,0,1,1,1
02020000205,7401,6155,43,11,274,0,646,33.6,137307,0,382,118,1736,717,105,165,0,2575,2287,288,1005,0,2523,31,21,2523,2523,2370,52,40,40,0,0,19,19,203,203,6922,25,150,229,75,0,7,4792,6471,2575,82,0,2421.15,4,3,Matanuska Telecom Association Inc. -- Verizon -- Borealis Broadband Inc. -- GCI Communication Corp.,0,1,1,1
02020000206,3137,2656,0,64,23,0,121,41.5,158021,0,354,10,826,226,77,69,0,1075,969,106,352,0,1030,29,16,1030,1030,939,16,0,0,0,0,24,8,60,60,2947,106,48,36,0,0,23,2202,2882,1075,37,0,1196.75,3,2,Matanuska Telecom Association Inc. -- Borealis Broadband Inc. -- GCI Communication Corp.,0,1,1,1
02020000500,1956,1092,126,119,142,11,216,32.3,52930,0,240,95,516,116,18,176,153,935,136,799,252,0,854,75,6,854,854,480,69,63,58,62,42,257,247,80,73,1522,81,44,209,100,79,85,1389,1793,935,405,0,1970.04,3,2,ALASKA COMMUNICATIONS -- Borealis Broadband Inc. -- GCI Communication Corp.,0,1,1,1
02020000601,4705,1334,248,931,200,1267,711,18.9,52284,0,425,82,281,40,0,429,2326,1412,466,946,591,0,1321,29,62,1321,1321,670,91,158,158,113,42,226,226,156,156,3834,0,292,312,267,253,166,2151,4050,1412,238,0,4038.41,4,3,ALASKA COMMUNICATIONS -- Verizon -- Borealis Broadband Inc. -- GCI Communication Corp.,0,1,1,1
02020000602,3439,1040,336,384,153,555,1067,32.5,36715,11,832,227,94,3,0,388,664,1192,315,877,574,0,899,293,0,899,899,717,254,185,185,191,41,161,161,183,183,2728,46,110,252,303,106,166,1905,2864,1192,153,0,15779.28,4,3,ALASKA COMMUNICATIONS -- Verizon -- Borealis Broadband Inc. -- GCI Communication Corp.,0,1,1,1
02020000701,6297,2428,452,798,1106,410,542,28.6,71354,16,1129,139,631,227,3,69,1027,2364,1135,1229,799,0,2172,57,135,2172,2172,1749,154,0,0,131,56,320,304,211,194,5440,0,356,379,122,0,550,3636,5839,2364,302,0,8457.86,4,3,ALASKA COMMUNICATIONS -- Verizon -- Borealis Broadband Inc. -- GCI Communication Corp.,0,1,1,1
02020000702,7021,2270,2298,700,788,62,212,29.0,68575,173,1042,206,381,202,19,269,916,2450,1271,1179,923,0,2273,130,47,2293,2293,1698,117,49,49,348,308,127,127,397,332,5176,0,800,542,503,0,507,3894,6532,2450,241,0,7901.92,4,3,ALASKA COMMUNICATIONS -- Verizon -- Borealis Broadband Inc. -- GCI Communication Corp.,0,1,1,1
02020000703,5015,1930,397,154,1105,758,503,33.7,65848,0,1153,119,421,95,27,336,398,1934,1018,916,533,0,1852,28,54,1852,1852,1589,70,25,25,118,109,235,220,260,241,3873,219,74,440,409,261,392,3458,4577,1934,255,0,4440.45,4,3,GCI Communication Corp. -- ALASKA COMMUNICATIONS -- Borealis Broadband Inc. -- Verizon,0,1,1,1
02020000801,8364,2126,719,552,2926,959,1045,28.7,68155,16,1698,260,503,247,0,560,593,2320,1293,1027,900,0,2073,89,158,2103,2088,1421,217,177,142,233,173,133,118,244,244,5957,74,299,1566,468,36,889,4741,7271,2320,376,0,8980.34,4,3,ALASKA COMMUNICATIONS -- Verizon -- Borealis Broadband Inc. -- GCI Communication Corp.,0,1,1,1
