Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
17001000100,4509,4028,263,0,60,0,0,46.3,61595,0,812,88,490,252,55,287,153,2377,2055,322,415,0,1953,212,212,1985,1968,1695,269,95,62,219,166,442,328,312,312,4449,0,0,60,0,0,0,3443,4276,2377,261,0,855.29,7,5,Xfinity -- Stratus Networks Inc. -- Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- Verizon -- AT&T Inc,0,0,1,1
17001000201,1968,1777,134,0,9,0,32,44.1,44583,39,522,33,260,99,19,118,74,887,707,180,209,0,805,56,26,805,805,642,50,57,54,41,27,188,143,195,181,1919,0,13,26,10,4,13,1455,1858,887,121,0,1626.05,6,5,Xfinity -- Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- Verizon -- AT&T Inc,0,0,1,1
17001000202,2473,2171,110,0,35,0,51,34.4,66472,0,395,56,382,39,49,153,104,991,679,312,273,0,801,133,57,808,808,737,72,94,84,58,19,39,39,153,128,2371,0,0,45,57,5,16,1491,2388,991,168,0,4036.4,6,4,Xfinity -- Stratus Networks Inc. -- Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- AT&T Inc,0,0,1,1
17001000400,3428,2829,353,0,0,0,54,39.5,42413,26,948,204,177,40,15,303,415,1331,678,653,416,0,1029,72,230,1047,1047,748,275,119,92,180,129,236,114,360,299,3414,0,0,14,0,26,0,2441,3220,1331,224,0,1785.48,7,5,Xfinity -- Stratus Networks Inc. -- Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- Verizon -- AT&T Inc,0,0,1,1
17001000500,1985,1727,104,3,21,0,241,40.3,39167,5,504,79,157,20,0,414,85,818,393,425,250,0,665,56,97,672,672,497,101,128,104,43,28,192,129,116,99,1950,8,8,17,2,14,0,1360,1840,818,136,0,4084.43,7,5,Xfinity -- Stratus Networks Inc. -- Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- Verizon -- AT&T Inc,0,0,1,1
17001000600,4390,4006,175,3,17,2,61,36.5,70479,0,712,82,691,503,76,96,240,1931,1274,657,567,0,1688,49,194,1707,1707,1575,200,31,17,119,91,246,212,244,244,4294,0,57,0,39,0,0,3064,4082,1931,266,0,4174.39,6,4,Xfinity -- Stratus Networks Inc. -- Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- Verizon,0,0,1,1
17001000700,1136,1022,67,9,4,0,61,47.5,17644,83,210,80,86,32,0,90,305,729,62,667,42,0,387,98,244,395,395,299,262,94,39,295,121,147,70,42,28,1102,0,18,12,4,0,28,861,1034,729,151,0,2111.06,7,4,Xfinity -- Stratus Networks Inc. -- Adams Telsystems Inc. -- MCC_Georgia_LLC -- TDS Telecom -- T-Mobile US -- Verizon,0,0,1,1
17001000800,2608,2120,350,0,16,0,73,42.5,29577,56,912,97,113,40,0,408,434,1102,577,525,338,0,812,146,144,812,812,473,231,161,60,178,149,250,175,118,106,2532,0,59,16,1,1,0,1918,2497,1102,182,0,3041.35,6,4,Xfinity -- Stratus Networks Inc. -- Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- AT&T Inc,0,0,1,1
17001000900,2612,2302,133,0,16,0,32,33.9,43548,10,429,75,354,44,0,386,191,1242,639,603,285,0,935,88,219,950,950,771,283,128,119,201,35,173,155,201,148,2572,0,8,0,32,0,0,1623,2453,1242,174,0,3743.96,7,5,Xfinity -- Stratus Networks Inc. -- Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- Verizon -- AT&T Inc,0,0,1,1
17001001001,3217,3068,45,0,0,0,11,39.0,64375,0,826,58,318,142,13,43,232,1325,1055,270,391,0,1209,16,100,1209,1209,1023,116,13,7,93,54,207,180,182,153,3202,0,15,0,0,0,0,2249,3012,1325,229,0,5503.73,7,5,Xfinity -- Stratus Networks Inc. -- Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- Verizon -- AT&T Inc,0,0,1,1
17001001002,2851,2511,117,2,57,0,28,39.8,62300,9,568,93,418,130,25,45,413,1174,935,239,259,0,1030,38,106,1056,1056,943,111,41,29,46,40,119,110,124,81,2756,0,33,44,18,35,23,1955,2595,1174,198,0,2565.82,6,4,Xfinity -- Stratus Networks Inc. -- Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- Verizon,0,0,1,1
17001001100,8026,6934,569,0,180,0,97,41.8,77200,4,1160,112,1361,695,109,444,253,3332,2167,1165,903,0,2747,109,476,2813,2813,2419,365,204,70,126,65,544,463,286,225,7724,0,31,212,59,7,30,5625,7604,3332,396,0,1620.9,9,5,Xfinity -- Stratus Networks Inc. -- Adams Telsystems Inc. -- MCC_Georgia_LLC -- TDS Telecom -- T-Mobile US -- Bluebird Network LLC -- Verizon -- AT&T Inc,0,0,1,1
17001010100,4507,4381,10,1,0,0,62,40.3,74432,28,989,152,507,145,18,147,221,1788,1532,256,536,10,1516,85,177,1552,1542,1313,229,82,53,92,64,188,129,141,113,4492,0,9,0,6,1,0,3067,4249,1788,112,1,20.49,5,4,Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- Nextlink -- Verizon,0,0,1,1
17001010200,3768,3628,17,0,5,0,96,43.4,57885,28,915,137,394,107,12,183,161,1540,1158,382,429,6,1191,85,258,1218,1212,896,290,81,56,199,104,195,103,194,181,3746,0,5,15,2,1,6,2598,3552,1540,76,1,24.8,7,5,Adams Telsystems Inc. -- Cass Cable TV INC -- MCC_Georgia_LLC -- TDS Telecom -- Nextlink -- T-Mobile US -- Verizon,0,0,1,1
17001010301,2846,2828,0,12,0,0,0,35.2,90781,30,613,34,361,77,0,6,248,971,841,130,442,0,837,42,92,839,839,283,131,0,0,23,22,126,77,89,87,2841,0,2,0,3,0,14,1868,2569,971,44,0,15.33,7,5,Adams Telsystems Inc. -- Cass Cable TV INC -- T-Mobile US -- Nextlink -- Verizon -- FRONTIER -- Illinois Net,0,0,1,1
17001010302,3057,2833,0,0,28,0,167,35.6,73125,16,711,101,232,96,2,66,126,1065,935,130,346,4,951,60,50,958,954,708,102,20,5,52,27,83,58,158,142,3038,0,1,2,16,0,15,1918,2867,1065,72,0,26.91,7,5,Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- Verizon -- FRONTIER -- AT&T Inc -- Illinois Net,0,0,1,1
17001010400,3435,3405,0,1,0,7,26,44.5,85995,0,602,43,600,180,32,73,121,1279,1188,91,407,11,1129,33,106,1145,1134,709,116,43,31,18,0,132,113,124,108,3395,7,9,24,0,0,0,2418,3288,1279,81,1,51.9,8,5,Xfinity -- Stratus Networks Inc. -- Adams Telsystems Inc. -- TDS Telecom -- Nextlink -- T-Mobile US -- Bluebird Network LLC -- Verizon,0,0,1,1
17001010500,3090,2993,69,0,8,0,20,48.5,94557,0,718,43,454,251,53,23,64,1219,982,237,349,0,1058,30,131,1058,1058,892,151,11,0,48,14,69,39,60,51,3068,0,0,22,0,0,9,2287,2849,1219,85,0,156.09,6,5,Xfinity -- Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- Verizon -- AT&T Inc,0,0,1,1
17001010600,5677,5417,62,9,31,0,86,47.6,79040,10,1373,279,809,376,39,163,443,2389,1988,401,586,26,1973,239,151,2031,2005,1536,293,71,33,212,88,63,50,184,129,5563,0,56,48,10,10,0,4016,5441,2389,149,0,72.2,9,5,Xfinity -- Stratus Networks Inc. -- Adams Telsystems Inc. -- TDS Telecom -- T-Mobile US -- Bluebird Network LLC -- Verizon -- AT&T Inc -- Illinois Net,0,0,1,1
17003957600,1664,1338,223,0,13,0,33,50.1,50658,44,384,171,78,38,0,152,172,554,444,110,103,2,366,51,135,375,373,74,165,37,23,92,38,50,28,93,55,1640,0,5,18,1,12,1,1219,1605,554,140,1,17.09,0,0,0,0,0,0,0
17003957700,1717,1460,246,0,0,0,0,43.7,52375,11,442,33,57,25,11,81,212,529,455,74,150,0,266,145,118,266,266,39,259,32,12,84,14,124,74,15,5,1716,0,1,0,0,0,0,1154,1589,529,78,1,15.56,3,2,Cable America -- Wisper ISP LLC -- Verizon,0,0,1,1
17003957800,1198,338,813,0,0,16,16,42.2,41429,3,274,38,76,69,0,41,332,362,302,60,69,0,251,55,56,251,251,101,102,37,5,39,34,57,46,89,54,1198,0,0,0,0,0,0,832,1133,362,165,1,78.16,2,2,T-Mobile US -- Wisper ISP LLC,0,0,1,1
