Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
31001965400,4509,4209,66,10,87,0,76,44.8,97868,0,719,43,691,257,117,80,69,1722,1580,142,544,4,1591,47,80,1613,1609,1255,105,47,38,51,49,138,111,169,153,4399,0,2,80,28,17,83,3151,4233,1722,171,0,23.95,16,11,NCTC -- Verizon -- Charter Communications Inc -- Great Plains Broadband LLC -- Viaero Wireless -- Hamilton Telephone Company -- Big Red Communications -- Nextlink -- Glenwood Telephone Membership Corporation -- LTD Broadband -- GigFire -- T-Mobile US -- Rise Broadband -- Allo Communications LLC -- TDS Telecom -- Windstream Buffalo Valley Inc.,0,0,1,1
31001965500,4474,3892,21,7,135,0,309,37.0,75323,31,512,42,661,266,55,297,299,1666,1348,318,608,0,1512,82,72,1520,1520,1367,106,75,48,96,39,226,210,115,104,4133,0,29,97,215,182,114,2910,4206,1666,317,0,1096.04,13,8,UPN -- Charter Communications Inc -- Great Plains Broadband LLC -- Viaero Wireless -- Big Red Communications -- Nextlink -- T-Mobile US -- Allo Communications LLC -- Verizon -- GigFire -- LTD Broadband -- TDS Telecom -- Windstream Buffalo Valley Inc.,0,0,1,1
31001965600,5328,4561,102,27,13,2,765,32.5,61568,12,745,142,449,235,44,272,311,1999,1363,636,475,41,1725,111,122,1766,1725,1449,206,119,100,195,140,235,176,176,160,5096,0,0,59,173,89,5,3168,4962,1999,384,0,783.0,12,8,Verizon -- Charter Communications Inc -- Great Plains Broadband LLC -- Viaero Wireless -- Big Red Communications -- T-Mobile US -- Nextlink -- Allo Communications LLC -- GigFire -- LTD Broadband -- TDS Telecom -- Windstream Buffalo Valley Inc.,0,0,1,1
31001965700,1500,1245,4,14,0,0,244,29.6,49909,0,216,24,112,65,8,134,113,675,212,463,125,0,580,50,45,580,580,446,47,100,85,61,13,60,54,118,111,1337,0,13,49,101,112,0,910,1434,675,124,0,3670.97,10,6,UPN -- Charter Communications Inc -- Great Plains Broadband LLC -- Viaero Wireless -- TDS Telecom -- T-Mobile US -- Nextlink -- Allo Communications LLC -- Verizon -- Windstream Buffalo Valley Inc.,0,0,1,1
31001965800,2240,1740,0,10,6,0,357,37.7,58631,23,400,44,198,50,0,46,172,985,635,350,247,0,913,37,35,920,920,763,65,26,26,91,86,122,106,150,143,2075,0,20,20,125,79,0,1388,2101,985,177,0,3400.03,9,6,Charter Communications Inc -- Great Plains Broadband LLC -- Viaero Wireless -- TDS Telecom -- T-Mobile US -- Nextlink -- Allo Communications LLC -- Verizon -- Windstream Buffalo Valley Inc.,0,0,1,1
31001965900,4027,3816,7,2,37,0,220,43.2,74760,2,697,102,498,244,96,58,99,1779,1457,322,428,12,1450,160,157,1475,1463,1240,237,34,20,84,38,139,75,214,137,3911,8,0,37,71,66,27,2911,3779,1779,320,0,595.08,12,8,Verizon -- Charter Communications Inc -- Great Plains Broadband LLC -- Viaero Wireless -- TDS Telecom -- Nextlink -- T-Mobile US -- Allo Communications LLC -- Big Red Communications -- GigFire -- LTD Broadband -- Windstream Buffalo Valley Inc.,0,0,1,1
31001966000,4187,3633,0,6,0,0,944,35.2,39494,13,675,181,400,102,55,280,572,1816,960,856,695,0,1550,146,120,1550,1550,1309,210,102,78,283,166,379,333,280,255,3746,0,38,169,234,199,13,2844,3840,1816,351,0,292.52,14,9,UPN -- Charter Communications Inc -- Great Plains Broadband LLC -- Viaero Wireless -- TDS Telecom -- Nextlink -- T-Mobile US -- Allo Communications LLC -- Verizon -- Big Red Communications -- Glenwood Telephone Membership Corporation -- GigFire -- LTD Broadband -- Windstream Buffalo Valley Inc.,0,0,1,1
31001966100,2385,1674,8,0,72,0,634,40.4,24357,45,452,88,154,9,33,468,176,1148,325,823,219,0,781,148,219,824,824,641,241,84,51,339,225,404,275,84,78,1975,0,0,49,361,383,43,1511,2301,1148,189,0,386.3,11,8,Charter Communications Inc -- Viaero Wireless -- TDS Telecom -- Nextlink -- T-Mobile US -- Allo Communications LLC -- Verizon -- Big Red Communications -- GigFire -- LTD Broadband -- Windstream Buffalo Valley Inc.,0,0,1,1
31001966200,2493,2365,10,3,11,0,80,40.0,76094,6,415,34,220,73,44,64,53,927,811,116,317,0,776,75,76,776,776,525,128,42,17,49,29,85,61,91,84,2476,0,10,5,2,37,2,1550,2308,927,49,1,7.32,14,10,Verizon -- Charter Communications Inc -- Superior iNET -- Viaero Wireless -- TDS Telecom -- Glenwood Telephone Membership Corporation -- Nextlink -- LTD Broadband -- GigFire -- Big Red Communications -- T-Mobile US -- Allo Communications LLC -- Rise Broadband -- Windstream Buffalo Valley Inc.,0,0,1,1
31003979600,1951,1916,3,0,0,1,19,41.3,60909,9,454,17,197,41,10,151,74,732,508,224,180,0,587,66,79,587,587,382,134,31,19,39,24,107,64,100,88,1946,1,0,0,4,6,61,1317,1844,732,24,1,4.01,10,6,Great Plains Broadband LLC -- Viaero Wireless -- Stealth Broadband -- TDS Telecom -- Plainview Telephone Company -- Nextlink -- Northeast Nebraska Telephone Company -- T-Mobile US -- FRONTIER -- Rise Broadband,0,0,1,1
