Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
50001960100,4075,3883,0,0,3,0,68,40.3,96154,13,761,87,711,395,71,122,92,1540,1407,133,431,8,1436,28,68,1458,1450,1348,68,28,25,82,63,155,127,137,122,3856,0,89,95,35,13,6,2856,3922,1540,96,1,47.9,6,5,Xfinity -- Consolidated Communications -- GREEN MOUNTAIN ACCESS -- T-Mobile US -- Verizon -- VTel Wireless Inc.,0,0,1,1
50001960200,2654,2611,0,0,0,5,6,47.2,106328,6,379,47,693,289,42,50,65,1099,947,152,225,3,986,67,43,1009,1006,871,51,39,39,40,26,59,39,86,59,2569,0,29,30,26,0,1,2033,2539,1099,62,1,55.91,7,5,Xfinity -- Consolidated Communications -- GREEN MOUNTAIN ACCESS -- T-Mobile US -- Verizon -- FirstLight Fiber -- VTel Wireless Inc.,0,0,1,1
50001960300,2561,2431,48,2,0,0,75,45.2,72171,13,529,70,401,181,25,175,101,1047,670,377,303,0,885,87,75,895,895,802,111,41,28,150,88,80,50,74,70,2420,0,27,68,46,31,11,1896,2486,1047,66,1,1047.81,6,5,Xfinity -- Consolidated Communications -- T-Mobile US -- Verizon -- FirstLight Fiber -- VTel Wireless Inc.,0,0,1,1
50001960400,4897,4658,8,11,48,0,119,50.2,99056,23,1085,83,878,422,95,136,126,1984,1671,313,412,29,1774,119,62,1803,1774,1527,143,39,29,52,34,178,140,183,150,4687,24,18,129,39,8,5,3725,4664,1984,125,1,41.19,7,5,Xfinity -- Consolidated Communications -- GREEN MOUNTAIN ACCESS -- T-Mobile US -- Verizon -- FirstLight Fiber -- VTel Wireless Inc.,0,0,1,1
50001960500,3781,3649,60,11,2,0,82,48.2,75875,15,922,101,648,369,0,188,165,1638,1278,360,369,6,1467,101,64,1482,1476,1407,115,44,6,92,44,144,114,194,172,3698,0,7,3,73,44,0,2920,3636,1638,111,1,93.45,6,4,Xfinity -- GREEN MOUNTAIN ACCESS -- T-Mobile US -- Verizon -- FirstLight Fiber -- VTel Wireless Inc.,0,0,1,1
50001960600,2859,2756,6,6,7,0,38,43.7,80833,70,578,43,496,213,75,72,110,1224,1008,216,303,16,1058,56,94,1087,1071,953,117,24,21,99,55,69,50,115,98,2741,1,26,55,36,0,9,2078,2725,1224,81,1,14.36,6,4,Xfinity -- Consolidated Communications -- GREEN MOUNTAIN ACCESS -- Verizon -- ECFiber -- VTel Wireless Inc.,0,0,1,1
50001960700,4162,3775,93,0,3,0,63,46.6,80947,10,733,78,692,430,74,139,171,1759,1419,340,427,9,1560,103,87,1579,1570,1323,122,68,68,53,53,229,175,235,199,3941,0,48,66,107,0,36,3073,3926,1759,111,1,140.42,7,5,Xfinity -- Consolidated Communications -- GREEN MOUNTAIN ACCESS -- T-Mobile US -- Verizon -- FirstLight Fiber -- VTel Wireless Inc.,0,0,1,1
50001960800,4961,3715,159,25,613,0,295,21.4,72386,37,161,50,583,242,95,146,149,1069,503,566,138,0,962,64,43,966,966,909,68,16,16,124,93,126,107,110,100,4185,0,113,207,456,9,36,1769,4906,1069,82,1,440.41,7,5,Xfinity -- Consolidated Communications -- Maple Broadband -- T-Mobile US -- Verizon -- FirstLight Fiber -- VTel Wireless Inc.,0,0,1,1
50001960900,5197,4852,13,17,41,24,134,48.0,81875,34,1156,113,831,410,89,186,182,2127,1743,384,509,15,1753,112,247,1781,1766,1469,304,89,65,116,61,191,110,280,206,4885,0,51,121,140,61,11,3912,4904,2127,113,1,28.39,5,2,Maple Broadband -- Otelco Telephone LLC -- GREEN MOUNTAIN ACCESS -- Verizon -- VTel Wireless Inc.,0,0,1,1
50001961000,2287,2164,4,8,52,0,55,51.0,73403,17,567,58,410,129,47,42,160,929,809,120,193,6,796,79,48,821,815,685,92,22,22,31,20,148,124,111,98,2196,0,4,80,7,0,0,1819,2228,929,76,1,46.11,7,5,Xfinity -- Consolidated Communications -- Maple Broadband -- T-Mobile US -- Verizon -- FirstLight Fiber -- VTel Wireless Inc.,0,0,1,1
50003970401,2408,2251,35,0,0,0,99,59.5,92933,21,303,0,479,323,30,193,159,1009,730,279,178,22,779,77,131,814,792,641,122,55,12,113,32,106,98,75,75,2304,0,14,82,8,0,3,1833,2188,1009,70,0,66.8,7,6,Xfinity -- Consolidated Communications -- TDS Telecom -- T-Mobile US -- Verizon -- FirstLight Fiber -- VTel Wireless Inc.,0,0,1,1
50003970402,2080,2023,26,0,0,0,4,49.3,83567,0,378,1,256,201,120,221,37,781,597,184,213,0,481,175,125,481,481,446,197,81,1,43,32,123,60,50,0,2042,0,4,34,0,0,0,1376,1959,781,46,0,307.97,6,5,Xfinity -- Consolidated Communications -- TPx Communications -- TDS Telecom -- T-Mobile US -- VTel Wireless Inc.,0,0,1,1
50003970500,1408,1319,7,9,35,0,0,48.2,85677,9,192,14,436,193,22,46,16,587,521,66,130,1,418,112,56,419,418,337,89,17,0,22,2,83,39,62,38,1280,0,29,84,15,0,19,1112,1382,587,22,1,14.29,6,5,Xfinity -- New England Wireless Co. -- Consolidated Communications -- T-Mobile US -- Verizon -- VTel Wireless Inc.,0,0,1,1
50003970601,2165,2114,0,1,25,0,6,50.5,68021,34,524,64,243,107,34,75,97,908,808,100,156,17,758,49,84,786,769,606,105,51,34,81,47,78,46,98,87,2108,3,6,34,14,0,3,1572,2053,908,81,0,10.82,10,7,Xfinity -- Consolidated Communications -- DVFiber -- Charter Communications Inc -- TDS Telecom -- T-Mobile US -- Verizon -- Wireless Partners LLC -- FirstLight Fiber -- VTel Wireless Inc.,0,0,1,1
50003970800,3599,3494,0,17,0,0,62,44.9,103938,0,623,74,612,468,50,119,104,1265,1103,162,442,0,993,172,100,993,993,883,129,52,12,83,27,114,72,96,77,3558,0,32,0,9,0,0,2483,3410,1265,105,1,83.58,7,6,Xfinity -- Consolidated Communications -- TDS Telecom -- T-Mobile US -- Verizon -- FirstLight Fiber -- VTel Wireless Inc.,0,0,1,1
