Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
11001000101,1097,920,26,0,64,0,135,47.1,168705,12,27,0,428,198,247,27,0,738,369,369,50,0,738,0,0,738,738,724,0,0,0,20,20,56,56,13,13,922,0,14,87,74,0,10,1006,1076,738,0,0,16607.47,6,5,Xfinity -- Starry Inc. -- Astound_Broadband -- Allied Telecom Group LLC -- T-Mobile US -- Verizon,0,0,1,1
11001000102,3127,2657,26,0,133,0,459,55.1,178790,0,36,12,1150,479,514,4,168,1866,1152,714,226,8,1714,103,41,1749,1741,1474,14,0,0,76,27,44,36,73,73,2325,0,68,452,282,103,43,2756,3017,1866,0,0,4897.73,10,5,Xfinity -- Starry Inc. -- Astound_Broadband -- Allied Telecom Group LLC -- Allstream Business US LLC -- Fusion -- T-Mobile US -- Verizon -- BroadAspect -- Cogent Communication,0,0,1,1
11001000201,2384,1343,208,9,500,0,309,19.8,0,0,12,0,30,29,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895,48,54,98,289,21,27,78,2384,0,0,0,20196.62,0,0,0,0,0,0,1
11001000202,3919,3087,160,5,305,36,329,39.5,170500,0,92,0,520,961,529,320,117,1802,1362,440,215,0,1753,15,34,1753,1753,1612,34,52,52,29,29,66,66,78,53,3057,0,153,375,334,42,53,2571,3810,1802,0,0,14760.66,10,5,Xfinity -- Starry Inc. -- Astound_Broadband -- Allied Telecom Group LLC -- Allstream Business US LLC -- Fusion -- T-Mobile US -- Verizon -- Atlantech Online Inc. -- Cogent Communication,0,0,1,1
11001000300,5979,4525,156,0,300,0,1253,34.4,176181,0,109,21,1015,1590,508,458,76,2471,1424,1047,716,0,2311,26,134,2311,2311,2208,134,70,70,84,67,128,114,61,46,4249,18,206,618,888,147,71,3993,5466,2471,0,0,14826.81,6,5,Xfinity -- Starry Inc. -- Believe Broadband -- Astound_Broadband -- T-Mobile US -- Verizon,0,0,1,1
11001000400,1652,1158,27,0,262,0,174,44.5,206218,0,10,10,376,394,224,105,41,660,411,249,161,0,608,46,6,614,614,579,33,24,24,19,19,41,41,11,11,1222,8,38,212,172,15,55,1235,1613,660,0,0,2520.69,6,5,Xfinity -- Starry Inc. -- Believe Broadband -- Astound_Broadband -- T-Mobile US -- Verizon,0,0,1,1
11001000501,3594,2242,427,57,590,22,383,38.7,117361,0,43,4,1011,1037,562,166,95,2183,234,1949,166,0,2126,52,5,2126,2126,1894,5,85,85,52,0,146,146,235,230,2831,0,81,366,316,30,119,3025,3501,2183,0,0,9426.16,5,5,Xfinity -- Starry Inc. -- Astound_Broadband -- T-Mobile US -- Verizon,0,0,1,1
11001000502,3384,2557,192,53,117,0,522,38.2,152917,15,55,0,646,994,518,10,149,1714,933,781,430,0,1701,0,13,1701,1701,1540,13,27,27,62,62,27,27,48,48,2728,0,194,240,222,74,41,2605,2999,1714,0,0,15504.11,6,5,Xfinity -- Starry Inc. -- Astound_Broadband -- Believe Broadband -- T-Mobile US -- Verizon,0,0,1,1
11001000600,4548,3795,397,0,58,0,392,46.8,166875,0,102,58,958,1005,720,27,154,2206,1555,651,615,0,2074,58,74,2074,2074,1967,132,13,13,168,53,3,3,103,103,3930,0,149,268,201,46,0,3550,4368,2206,0,0,8420.94,7,5,Xfinity -- Starry Inc. -- Astound_Broadband -- Believe Broadband -- Allied Telecom Group LLC -- T-Mobile US -- Verizon,0,0,1,1
11001000702,2921,1968,525,0,183,0,232,32.1,90761,0,65,0,785,1005,353,214,46,2168,468,1700,103,0,1915,240,13,1915,1915,1837,44,233,194,19,6,272,149,184,166,2103,0,77,280,461,144,62,2610,2907,2168,0,0,24016.53,6,5,Xfinity -- Starry Inc. -- Astound_Broadband -- Allied Telecom Group LLC -- T-Mobile US -- Verizon,0,0,1,1
11001000703,2978,2120,276,0,188,0,375,66.9,121413,0,242,0,710,796,314,77,14,2028,1270,758,57,0,1838,99,91,1838,1838,1647,73,91,91,0,0,65,65,36,18,2324,23,27,433,171,0,47,2652,2955,2028,0,0,35479.75,5,5,Xfinity -- Starry Inc. -- Astound_Broadband -- T-Mobile US -- Verizon,0,0,1,1
11001000704,2660,2021,81,0,191,0,389,39.2,92484,0,29,5,374,695,413,146,58,1515,625,890,203,0,1379,119,17,1379,1379,1329,70,142,106,50,50,50,50,111,77,1868,0,66,470,256,35,5,2073,2537,1515,0,0,20035.92,5,5,Xfinity -- Starry Inc. -- Astound_Broadband -- T-Mobile US -- Verizon,0,0,1,1
11001000802,3306,2480,222,0,190,0,444,44.0,158176,0,101,0,760,750,289,168,82,1471,862,609,365,0,1335,89,47,1335,1335,1269,66,70,14,64,47,57,18,27,17,2221,0,44,504,537,122,48,2572,3126,1471,0,0,5190.46,5,5,Xfinity -- Starry Inc. -- Astound_Broadband -- T-Mobile US -- Verizon,0,0,1,1
11001000803,2464,1724,160,0,423,0,258,40.3,138313,0,43,10,381,556,326,471,0,1233,852,381,263,0,1105,85,43,1136,1136,1056,12,177,145,0,0,38,26,110,110,1637,10,107,258,452,46,199,1650,2285,1233,0,0,20524.71,5,5,Xfinity -- Starry Inc. -- Astound_Broadband -- T-Mobile US -- Verizon,0,0,1,1
11001000804,3674,3071,238,0,156,0,111,39.0,244375,0,62,0,923,671,377,254,26,1235,1027,208,484,0,1235,0,0,1235,1235,1203,0,116,116,6,6,19,19,0,0,2867,0,192,348,267,14,126,2292,3399,1235,0,0,3869.69,6,5,Xfinity -- Starry Inc. -- Astound_Broadband -- T-Mobile US -- Verizon -- Atlantech Online Inc.,0,0,1,1
11001000902,2310,1864,230,0,39,0,245,45.5,250001,31,57,4,351,424,435,45,40,864,752,112,412,0,825,3,36,831,831,781,30,22,22,7,7,13,13,12,12,2016,17,43,185,49,105,10,1516,2167,864,0,0,3315.33,4,4,Xfinity -- T-Mobile US -- Astound_Broadband -- Verizon,0,0,1,1
11001000903,2784,2279,189,15,116,0,302,19.5,250001,0,0,7,112,276,152,86,24,358,333,25,149,0,358,0,0,358,358,335,0,31,31,0,0,0,0,9,9,2204,6,139,188,247,17,36,722,2715,358,0,0,11494.61,4,4,Xfinity -- T-Mobile US -- Astound_Broadband -- Verizon,0,0,1,1
11001000904,3221,2379,371,0,133,0,257,47.2,250001,0,47,0,467,864,488,30,139,1214,926,288,472,0,1104,0,110,1157,1157,1107,44,0,0,9,9,56,56,0,0,2433,0,72,406,310,31,137,2215,3061,1214,0,0,4003.86,4,4,Xfinity -- T-Mobile US -- Astound_Broadband -- Verizon,0,0,1,1
11001001002,3438,2619,210,0,260,0,231,33.8,131731,0,34,0,810,788,401,402,74,2032,821,1211,335,0,1993,9,30,2023,2023,1903,0,166,166,37,37,75,75,38,38,2760,58,76,239,305,64,278,2384,3317,2032,0,0,9906.16,9,5,Xfinity -- Starry Inc. -- Astound_Broadband -- Believe Broadband -- Allied Telecom Group LLC -- Allstream Business US LLC -- Fusion -- T-Mobile US -- Verizon,0,0,1,1
11001001003,2989,2283,136,0,133,0,373,45.0,250001,0,90,1,332,628,609,95,15,1132,1041,91,481,17,1097,18,0,1114,1097,1030,18,48,48,19,19,0,0,0,0,2372,15,37,342,223,7,146,1994,2700,1132,0,0,7866.5,4,4,Xfinity -- T-Mobile US -- Astound_Broadband -- Verizon,0,0,1,1
11001001004,4015,3147,151,0,265,0,325,43.6,208902,0,122,0,567,945,424,438,22,1594,1167,427,561,0,1441,96,57,1454,1454,1207,140,223,153,56,56,48,34,72,38,3346,0,124,278,267,0,89,2595,3830,1594,0,0,7619.03,7,5,Xfinity -- Starry Inc. -- Believe Broadband -- Astound_Broadband -- T-Mobile US -- Verizon -- Atlantech Online Inc.,0,0,1,1
11001001100,4727,3422,568,0,260,14,339,48.5,176875,5,182,0,979,940,882,224,154,2109,1252,857,414,0,1880,166,63,1894,1894,1673,186,218,175,67,22,85,85,148,130,3770,0,143,589,225,112,72,3417,4581,2109,0,0,6983.77,9,5,Xfinity -- Starry Inc. -- Astound_Broadband -- Believe Broadband -- Allied Telecom Group LLC -- TPx Communications -- Allstream Business US LLC -- T-Mobile US -- Verizon,0,0,1,1
11001001200,4919,3807,397,18,336,0,450,42.6,134049,0,67,0,1146,984,866,180,171,2519,1334,1185,466,0,2361,62,96,2361,2361,2142,96,164,152,75,75,162,78,70,70,3653,0,98,663,505,89,62,3805,4699,2519,0,0,10844.69,7,5,Xfinity -- Starry Inc. -- Astound_Broadband -- Believe Broadband -- Allied Telecom Group LLC -- T-Mobile US -- Verizon,0,0,1,1
