Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
38001965600,2190,2094,11,26,12,0,83,46.9,57950,14,531,51,209,76,26,119,165,997,734,263,221,0,801,80,116,813,813,738,144,63,44,122,72,157,110,90,63,2128,0,3,0,59,44,0,1576,2047,997,28,1,2.27,6,5,West River Telecommunications Cooperative -- Consolidated Communications Networks Inc. -- West River Cooperative Telephone Company -- T-Mobile US -- Verizon -- Midco,0,0,1,1
38003967900,1731,1679,0,27,0,0,17,49.5,78529,4,347,35,263,66,17,46,125,712,678,34,129,0,594,48,70,612,612,547,83,22,14,34,29,64,49,104,98,1703,0,10,6,12,2,1,1279,1638,712,26,1,2.82,7,3,Inter-Community Telephone -- MLGC -- T-Mobile US -- Verizon -- Midco -- Dickey Rural Telephone Coop -- CenturyLink,0,0,1,1
38003968000,2499,2326,16,12,0,6,14,53.4,85197,0,541,54,464,106,9,62,74,1121,1003,118,220,3,895,168,55,900,897,750,201,15,8,25,17,133,104,111,95,2479,0,4,4,12,2,0,2021,2437,1121,28,1,2.88,8,4,Inter-Community Telephone -- Cable Services Inc -- Dakota Central -- T-Mobile US -- Verizon -- Midco -- Dickey Rural Telephone Coop -- CenturyLink,0,0,1,1
38003968200,2714,2483,54,41,77,4,161,33.0,52377,13,516,94,252,39,0,184,350,1305,796,509,189,0,1012,174,119,1022,1022,702,200,124,108,169,54,142,94,169,169,2550,0,4,18,142,0,44,1611,2625,1305,49,1,446.09,4,2,Inter-Community Telephone -- Cable Services Inc -- T-Mobile US -- Verizon,0,0,1,1
38003968300,3882,3401,131,88,60,0,61,42.3,51731,64,679,77,645,166,43,267,221,1754,1166,588,521,0,1497,141,116,1510,1510,1321,214,105,64,170,130,345,280,239,187,3722,0,30,32,98,4,9,2607,3635,1754,67,1,1344.6,5,2,Inter-Community Telephone -- Cable Services Inc -- T-Mobile US -- Verizon -- CenturyLink,0,0,1,1
38005940100,2081,310,3,1693,0,0,2,22.9,53125,14,228,78,73,76,0,480,256,514,346,168,276,0,355,60,99,367,367,335,129,86,35,45,18,73,61,37,19,2080,0,0,1,0,0,92,986,1779,514,238,1,9.23,2,2,North Dakota Telephone Company -- Verizon,0,1,1,1
38005940200,2105,372,0,1558,31,9,40,25.7,67841,17,229,99,160,41,0,468,152,548,385,163,280,0,413,48,87,424,424,368,121,83,46,59,30,30,14,47,43,2068,0,0,0,37,29,120,1085,1921,548,231,1,11.72,3,3,North Dakota Telephone Company -- T-Mobile US -- Verizon,0,1,1,1
38005956700,1774,1709,12,17,4,0,39,48.3,64688,23,349,35,262,53,4,143,115,807,610,197,193,0,656,56,95,665,665,604,121,71,51,77,31,92,69,75,54,1744,6,3,18,3,0,12,1295,1646,807,39,0,1.86,2,2,North Dakota Telephone Company -- Verizon,0,0,1,1
38007963100,839,827,0,0,0,0,12,40.6,74000,7,179,37,121,18,17,36,56,320,237,83,73,0,259,27,34,265,265,193,37,12,5,23,18,21,11,38,23,819,0,3,0,17,0,5,608,781,320,7,1,1.01,3,1,Reservation Telephone Cooperative -- Consolidated Communications Networks Inc. -- CenturyLink,0,0,1,1
38009952300,2340,1927,31,313,20,0,25,34.3,68750,22,356,120,302,65,26,82,176,850,565,285,228,0,709,37,104,732,732,660,96,39,19,66,46,135,112,55,44,2203,9,37,4,87,9,0,1393,2230,850,38,1,609.76,3,2,Midco -- T-Mobile US -- United Communications,0,0,1,1
38009952400,2320,2282,0,6,0,0,0,55.2,89167,7,479,62,324,103,32,65,39,1066,956,110,207,0,932,89,45,943,943,832,88,40,6,35,20,168,141,88,81,2252,0,6,42,20,2,5,1863,2229,1066,68,1,2.74,5,4,SRT -- United Communications -- T-Mobile US -- Verizon -- Midco,0,0,1,1
38009952500,1751,1649,0,8,4,0,135,40.5,72337,33,286,60,255,28,3,77,60,697,591,106,178,0,630,33,34,631,631,591,60,28,21,22,10,82,66,73,70,1683,7,5,23,33,2,0,1212,1612,697,14,1,2.03,4,4,SRT -- Midco -- T-Mobile US -- Verizon,0,0,1,1
38011965200,1780,1637,0,63,0,9,152,39.2,73235,23,340,13,204,86,10,141,70,672,487,185,162,0,559,39,74,573,573,508,71,2,1,19,10,91,87,130,91,1737,0,22,13,8,57,4,1165,1654,672,21,1,122.06,4,3,T-Mobile US -- Midco -- Consolidated Communications Networks Inc. -- Verizon,0,0,1,1
38011965300,1195,1171,0,1,0,0,10,50.1,89605,8,286,38,101,22,3,20,79,516,452,64,92,0,460,27,29,461,461,428,44,8,4,18,13,53,48,26,21,1192,0,0,0,3,0,0,862,1139,516,9,1,1.12,4,3,T-Mobile US -- Midco -- Consolidated Communications Networks Inc. -- Verizon,0,0,1,1
38013953300,2184,2031,15,12,56,0,23,44.8,94583,11,361,48,317,55,4,33,109,950,782,168,180,0,843,56,51,843,843,724,67,31,17,49,36,84,76,74,64,2081,0,13,68,22,8,12,1545,2061,950,22,1,1.97,3,2,Reservation Telephone Cooperative -- Northwest Communications -- Verizon,0,0,1,1
