Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
10001040100,7343,5990,518,4,107,0,509,41.7,76330,17,1583,406,595,395,12,596,401,2536,2181,355,877,0,2262,99,175,2342,2342,1755,179,29,28,122,122,149,128,412,311,6929,32,187,11,184,96,229,4974,6974,2536,331,1,154.2,5,5,Xfinity -- Breezeline -- bloosurf -- T-Mobile US -- Verizon,0,0,1,1
10001040201,5132,3114,1513,6,67,0,195,36.6,81202,9,1274,154,503,249,12,133,129,1895,1299,596,752,0,1792,23,80,1817,1817,1407,78,62,62,21,17,153,117,219,205,4899,28,69,124,12,39,28,3356,4705,1895,231,1,1348.36,5,4,Xfinity -- NetCarrier Telecom Inc. -- bloosurf -- T-Mobile US -- Verizon,0,0,1,1
10001040203,5415,2682,2128,0,81,0,595,40.8,66932,8,1580,325,426,144,15,111,783,2145,1633,512,682,0,1880,206,59,1880,1880,1478,221,28,28,308,284,279,206,105,87,4770,112,78,401,54,210,110,3799,5140,2145,248,1,234.59,4,4,Xfinity -- bloosurf -- T-Mobile US -- Verizon,0,0,1,1
10001040204,6265,3412,1910,8,113,0,249,38.2,97773,10,1152,502,766,323,64,248,245,1862,1610,252,757,0,1769,0,93,1769,1769,1420,93,45,45,64,32,134,100,83,83,5762,0,43,237,223,57,150,4494,5956,1862,251,0,2315.86,4,4,Xfinity -- bloosurf -- T-Mobile US -- Verizon,0,0,1,1
10001040205,4857,2531,1578,0,96,0,482,33.3,61992,42,950,152,222,181,0,2,488,1870,1231,639,794,0,1714,55,101,1714,1714,1491,156,0,0,9,9,330,261,427,427,4294,0,188,366,9,0,295,3394,4303,1870,228,0,3482.95,4,4,Xfinity -- bloosurf -- T-Mobile US -- Verizon,0,0,1,1
10001040206,7807,3908,2909,4,354,0,740,41.8,100580,49,1235,344,1303,636,192,84,0,2758,2664,94,1156,0,2584,8,166,2584,2584,2234,174,31,0,0,0,95,95,66,66,7099,93,53,523,39,145,33,5296,7465,2758,351,0,878.51,4,4,Xfinity -- bloosurf -- T-Mobile US -- Verizon,0,0,1,1
10001040501,4777,2734,1574,0,48,0,481,44.7,60833,76,1291,165,310,291,0,231,540,1978,1429,549,553,0,1612,75,291,1704,1704,1354,224,61,60,136,94,304,253,307,258,4067,306,39,199,166,298,160,3488,4563,1978,392,0,1246.4,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
10001040502,2647,1362,746,0,0,36,554,39.3,62917,11,566,103,243,106,0,52,287,1086,779,307,282,6,926,38,116,986,980,787,100,69,37,102,83,179,160,130,107,2459,22,29,92,45,25,30,1867,2414,1086,223,0,218.29,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
10001040700,5417,2550,1941,197,208,0,310,42.9,79125,0,871,66,524,573,87,441,880,2241,1402,839,678,0,1938,94,209,1938,1938,1503,283,100,51,181,161,351,178,115,92,4352,96,135,467,367,32,133,3902,5175,2241,407,0,2200.08,4,4,Xfinity -- bloosurf -- T-Mobile US -- Verizon,0,0,1,1
10001040900,2334,1338,703,0,70,0,142,36.6,37072,23,319,59,213,236,5,156,278,1073,266,807,122,0,731,118,224,749,749,654,249,69,45,241,64,195,99,155,147,2133,0,7,160,34,75,67,1472,2213,1073,239,0,4433.93,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
