Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
16001000101,1269,1118,43,0,0,0,19,47.1,19500,0,145,53,226,163,24,167,308,830,107,723,78,0,706,78,46,713,713,643,94,70,50,357,273,110,110,25,25,1083,0,0,107,79,0,100,1020,1203,830,102,0,2151.34,7,2,ATC Communications -- White Cloud Communications -- Cable America -- Allstream Business US LLC -- T-Mobile US -- Verizon -- CenturyLink,0,0,1,1
16001000102,3071,2503,12,0,132,27,297,39.2,37240,0,136,216,783,372,79,249,311,2094,387,1707,149,0,1946,73,75,1946,1946,1447,133,174,106,327,263,417,401,440,440,2883,0,0,82,106,27,71,2469,2950,2094,228,0,2912.89,8,3,Xfinity -- ATC Communications -- White Cloud Communications -- Cable America -- Allstream Business US LLC -- T-Mobile US -- Verizon -- CenturyLink,0,0,1,1
16001000201,3301,2942,15,5,58,0,153,48.6,104486,9,187,71,986,584,216,127,79,1564,1124,440,285,0,1521,22,21,1521,1521,1465,8,66,53,79,79,93,79,130,130,3087,14,71,78,51,8,9,2599,3189,1564,147,0,590.84,6,3,White Cloud Communications -- Cable America -- CambridgeTelephoneCompany -- T-Mobile US -- Verizon -- CenturyLink,0,0,1,1
16001000202,6028,5591,31,0,212,0,71,48.7,134643,0,210,177,1972,807,326,74,219,2580,2145,435,784,15,2484,47,34,2533,2518,2281,16,80,80,52,52,132,132,86,86,5686,0,106,199,37,10,25,4541,5824,2580,228,0,463.33,8,5,ATC Communications -- Anthem Broadband -- Cable America -- CambridgeTelephoneCompany -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000302,3664,3512,0,8,32,0,71,37.0,55449,17,436,76,764,279,10,453,122,1393,853,540,406,0,1236,76,81,1248,1248,1097,96,124,84,130,94,215,189,179,179,3547,0,45,58,14,41,26,2486,3257,1393,111,0,4413.39,6,4,Anthem Broadband -- Cable America -- CambridgeTelephoneCompany -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000303,2036,1821,0,13,111,0,36,54.3,61071,0,318,78,355,236,45,115,30,1150,523,627,64,0,1085,37,28,1093,1093,915,49,42,42,32,14,155,145,268,268,1817,21,107,60,31,0,0,1724,1996,1150,85,0,3144.03,8,5,ATC Communications -- Anthem Broadband -- Cable America -- CambridgeTelephoneCompany -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000305,2939,2684,81,6,50,0,71,38.5,81902,0,378,135,516,455,28,250,209,1309,1112,197,282,0,1260,49,0,1260,1260,1096,44,75,75,79,35,87,87,92,92,2756,0,32,136,15,0,14,2167,2731,1309,83,0,4726.69,6,4,Anthem Broadband -- Cable America -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000306,4176,3887,60,0,33,0,238,39.1,87479,10,312,55,927,526,181,130,82,1757,1391,366,350,0,1657,28,72,1657,1657,1441,86,66,66,160,148,100,72,205,173,3908,0,40,120,108,20,7,3168,3997,1757,138,0,4420.38,5,3,Anthem Broadband -- Cable America -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000401,2453,2365,0,0,0,0,60,40.9,75032,0,418,76,463,163,122,76,57,988,457,531,229,0,969,0,19,983,983,792,5,0,0,59,59,93,93,212,207,2391,0,0,43,19,0,62,1848,2342,988,69,0,4311.31,7,4,ATC Communications -- Anthem Broadband -- Cable America -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000402,3460,3102,0,58,0,0,463,31.4,67250,47,408,77,681,229,101,84,520,1685,603,1082,447,0,1509,42,134,1544,1544,1271,133,54,20,202,117,287,287,181,159,3325,0,20,82,33,148,57,2295,3246,1685,170,0,4443.85,7,3,ATC Communications -- White Cloud Communications -- Cable America -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000501,3095,2581,0,15,76,0,292,34.8,80100,11,182,8,789,441,53,53,179,1342,1050,292,523,8,1196,72,66,1204,1196,1029,121,24,24,124,91,139,67,154,154,2976,0,40,67,12,0,48,2065,2701,1342,99,0,4922.39,6,3,ATC Communications -- Cable America -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000502,3455,2694,13,0,186,0,417,42.2,104280,0,126,27,896,326,208,154,101,1595,1215,380,390,0,1494,31,70,1526,1526,1330,69,0,0,28,28,49,49,206,206,3285,26,20,124,0,0,0,2645,3333,1595,155,0,5633.08,7,3,ATC Communications -- White Cloud Communications -- Cable America -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000601,2334,2149,56,0,15,0,81,38.1,142174,0,248,33,512,233,208,12,57,932,579,353,292,0,847,61,24,847,847,787,24,12,12,40,16,88,88,105,44,2283,0,0,51,0,9,31,1574,2281,932,113,0,6034.64,5,2,White Cloud Communications -- Cable America -- T-Mobile US -- Verizon -- CenturyLink,0,0,1,1
16001000602,3431,3162,53,36,0,0,104,33.9,78026,0,197,97,960,408,143,169,152,1624,652,972,292,0,1565,59,0,1565,1565,1275,59,24,13,111,111,206,184,138,121,3173,0,154,42,62,0,0,2763,3350,1624,174,0,8014.38,6,2,ATC Communications -- White Cloud Communications -- Cable America -- T-Mobile US -- Verizon -- CenturyLink,0,0,1,1
16001000701,5740,5136,180,0,143,0,282,43.0,82011,6,370,33,1575,688,383,121,311,2891,1271,1620,514,0,2752,113,26,2752,2752,2516,84,43,43,103,88,468,395,180,173,5303,15,36,236,150,76,171,4395,5579,2891,83,0,5098.84,7,2,ATC Communications -- White Cloud Communications -- Cable America -- Allstream Business US LLC -- T-Mobile US -- Verizon -- CenturyLink,0,0,1,1
16001000703,2356,1901,0,0,297,0,129,40.6,192802,0,67,0,600,250,160,20,0,919,774,145,354,0,919,0,0,919,919,912,0,7,7,0,0,27,27,0,0,1947,76,6,109,218,0,27,1668,2237,919,18,0,2496.65,5,2,White Cloud Communications -- Cable America -- T-Mobile US -- Verizon -- CenturyLink,0,0,1,1
16001000704,3525,3128,0,18,59,0,76,49.0,172885,0,246,36,822,603,201,20,116,1494,1139,355,354,0,1423,49,22,1445,1445,1305,0,0,0,36,36,49,49,59,10,3323,15,63,113,11,0,6,2731,3424,1494,44,0,628.32,8,4,ATC Communications -- Anthem Broadband -- White Cloud Communications -- Cable America -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000803,4335,3436,19,45,322,0,338,39.7,105307,0,252,49,1332,421,59,66,98,1831,1510,321,536,0,1717,27,87,1717,1717,1526,87,26,26,41,34,112,112,99,99,3902,109,33,191,100,50,122,3110,4174,1831,89,0,5117.81,6,3,White Cloud Communications -- Cable America -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000805,3501,3007,46,0,264,0,186,50.3,137188,0,221,41,1112,545,226,114,87,1441,1376,65,440,9,1337,29,66,1353,1344,1177,59,40,30,29,11,99,50,38,38,3151,21,67,139,123,33,81,2598,3276,1441,62,0,3199.17,7,4,White Cloud Communications -- Cable America -- CambridgeTelephoneCompany -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000806,2976,2645,16,64,33,0,571,26.3,68149,0,167,164,529,122,31,86,550,1287,166,1121,223,0,1214,63,10,1214,1214,1152,34,75,61,113,100,99,76,161,161,2855,0,28,32,61,8,13,1788,2625,1287,68,0,9824.48,7,3,ATC Communications -- White Cloud Communications -- Cable America -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000807,2068,1528,60,0,336,38,108,33.2,88542,0,203,33,350,399,116,72,36,924,377,547,133,0,754,135,35,754,754,670,48,7,7,0,0,86,74,80,41,1581,47,75,137,228,25,43,1472,1980,924,53,0,5609.99,6,3,White Cloud Communications -- Cable America -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000808,2595,2218,0,0,225,152,25,35.1,102569,0,39,118,1040,237,116,173,104,1401,299,1102,150,0,1273,92,36,1273,1273,1107,69,99,99,85,16,101,101,190,190,2231,152,20,166,26,0,0,2214,2514,1401,60,0,5169.77,8,3,ATC Communications -- White Cloud Communications -- Cable America -- Allstream Business US LLC -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000809,2476,2123,58,0,46,0,155,38.7,71591,0,137,8,629,183,79,11,273,1092,744,348,306,0,1010,48,34,1031,1031,987,52,4,4,84,69,118,92,101,101,2329,0,44,21,82,0,147,1659,2298,1092,51,0,5827.07,6,3,White Cloud Communications -- Cable America -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
16001000810,2802,2555,63,0,41,0,182,41.2,85727,0,256,43,502,269,36,169,229,1655,767,888,245,0,1516,23,116,1587,1587,1390,68,103,103,92,78,151,120,127,126,2611,0,57,91,43,0,7,2102,2689,1655,72,0,4490.76,7,3,White Cloud Communications -- Cable America -- Allstream Business US LLC -- T-Mobile US -- Verizon -- Rise Broadband -- CenturyLink,0,0,1,1
