Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
13001950100,3628,3056,349,0,0,0,256,31.3,56997,78,685,89,172,58,13,505,537,1253,910,343,530,0,856,262,135,900,900,417,267,94,32,98,58,324,227,38,38,3484,0,0,40,104,59,0,2087,3404,1253,244,1,27.19,6,5,Conexon Connect LLC -- Alma Telephone -- T-Mobile US -- Verizon -- AT&T Inc -- Altamaha Fiber,0,0,1,1
13001950201,2392,1688,557,0,74,0,212,45.0,47473,0,493,72,116,151,0,189,227,939,708,231,259,0,630,279,30,630,630,388,204,108,26,138,138,152,44,105,100,2160,0,0,88,144,44,36,1714,2272,939,152,0,61.52,5,5,Conexon Connect LLC -- Alma Telephone -- T-Mobile US -- Verizon -- AT&T Inc,0,0,1,1
13001950202,2361,984,1232,0,0,0,79,36.1,30320,11,499,106,45,13,10,105,353,903,541,362,329,6,574,237,86,595,589,395,116,84,0,95,88,352,172,31,21,2286,0,0,75,0,0,17,1630,2236,903,168,0,122.85,5,5,Conexon Connect LLC -- Alma Telephone -- T-Mobile US -- Verizon -- AT&T Inc,0,0,1,1
13001950301,2716,2171,111,28,17,0,531,43.5,44198,77,714,60,92,100,63,302,34,1007,792,215,354,0,609,219,179,657,657,508,300,79,67,89,21,290,85,67,30,2385,0,0,60,271,194,7,1912,2546,1007,221,0,270.27,4,4,Alma Telephone -- T-Mobile US -- Conexon Connect LLC -- Verizon,0,0,1,1
13001950302,1759,1309,240,18,14,0,68,40.3,35174,19,436,42,80,0,0,455,209,814,257,557,188,0,511,258,45,518,518,349,197,234,76,88,17,82,78,101,101,1709,0,2,37,11,0,18,1245,1648,814,190,0,95.06,5,5,Conexon Connect LLC -- Alma Telephone -- T-Mobile US -- Verizon -- AT&T Inc,0,0,1,1
13001950400,1719,1215,261,6,0,0,82,39.5,47426,31,458,52,70,37,1,171,124,581,477,104,162,0,440,67,74,440,440,215,108,55,45,71,41,73,50,101,64,1703,8,0,3,5,2,0,1159,1650,581,85,1,12.34,6,5,Conexon Connect LLC -- AT&T Inc -- T-Mobile US -- Verizon -- Alma Telephone -- Windstream Buffalo Valley Inc.,0,0,1,1
13001950500,3866,2609,599,53,0,0,670,43.6,37548,90,823,146,101,63,3,858,508,1393,1305,88,506,0,1024,261,108,1043,1035,580,252,56,34,271,163,316,162,184,172,3511,0,32,29,294,293,0,2536,3539,1393,315,1,25.85,6,5,Conexon Connect LLC -- Alma Telephone -- MCC_Georgia_LLC -- T-Mobile US -- Verizon -- AT&T Inc,0,0,1,1
13003960100,2110,1483,462,0,0,0,550,41.0,35240,10,391,117,44,79,48,197,165,921,563,358,365,0,600,190,131,627,627,366,277,45,13,124,61,289,168,143,100,1838,0,0,0,272,278,0,1532,2027,921,173,1,22.42,5,2,MCC_Georgia_LLC -- T-Mobile US -- Verizon -- Plant TiftNet Inc -- Windstream Buffalo Valley Inc.,0,0,1,1
13003960200,4572,2668,788,0,0,0,1199,31.1,40990,96,809,168,150,95,8,513,929,1625,1127,498,733,2,1189,291,143,1212,1210,743,275,48,23,212,52,444,338,213,165,3977,0,7,84,504,699,0,2849,4178,1625,362,1,29.66,4,2,MCC_Georgia_LLC -- Plant TiftNet Inc -- T-Mobile US -- Verizon,0,0,1,1
13003960300,1583,1366,9,0,0,0,509,38.2,44250,12,370,44,112,13,7,12,450,517,359,158,165,0,407,29,81,421,421,314,56,8,3,91,46,110,78,51,51,1252,57,0,40,234,206,0,1087,1548,517,70,1,16.35,4,2,Plant TiftNet Inc -- T-Mobile US -- Windstream Buffalo Valley Inc. -- Verizon,0,0,1,1
