Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
20001952600,1946,1847,1,1,14,0,20,41.2,62102,10,307,74,134,64,4,49,106,745,634,111,163,0,588,96,61,592,592,393,143,23,11,52,22,88,50,99,79,1787,0,14,53,92,4,19,1385,1872,745,63,1,6.79,7,3,Craw Kan Telephone Cooperative Inc -- TDS Telecom -- T-Mobile US -- Verizon -- KwiKom -- LaHarpe Telephone Co -- Brightspeed,0,0,1,1
20001952700,1907,1775,0,83,17,1,52,47.2,63958,0,307,66,191,156,0,32,114,780,656,124,211,0,697,40,43,697,697,545,74,17,16,47,31,130,116,121,92,1890,0,0,17,0,0,0,1360,1822,780,149,1,20.98,6,4,TDS Telecom -- T-Mobile US -- Cox Communications -- Verizon -- KwiKom -- LaHarpe Telephone Co,0,0,1,1
20001952800,4028,3482,200,7,19,0,219,33.3,46729,35,1032,59,337,173,0,352,436,1577,878,699,407,0,1200,116,261,1277,1277,1008,246,59,36,247,187,244,185,266,196,3932,0,0,35,61,42,3,2559,3776,1577,319,1,340.64,6,4,TDS Telecom -- T-Mobile US -- Cox Communications -- Verizon -- KwiKom -- LaHarpe Telephone Co,0,0,1,1
20001952900,1903,1722,2,5,0,73,101,42.1,50774,0,261,122,195,56,1,113,138,774,557,217,298,0,677,67,30,685,685,508,69,0,0,137,137,80,67,157,149,1800,38,20,0,45,0,0,1285,1809,774,205,1,148.34,6,4,TDS Telecom -- T-Mobile US -- Cox Communications -- Verizon -- KwiKom -- LaHarpe Telephone Co,0,0,1,1
20001953000,2770,2614,16,2,49,36,127,49.5,51761,0,674,73,196,113,22,230,271,1105,901,204,292,5,786,231,83,800,795,542,227,68,56,121,56,171,86,177,128,2724,0,4,35,7,2,26,1953,2566,1105,168,1,25.22,7,5,AT&T Inc -- TDS Telecom -- T-Mobile US -- Cox Communications -- Verizon -- KwiKom -- LaHarpe Telephone Co,0,0,1,1
20003953600,4738,4457,32,67,0,0,161,39.3,68817,268,909,251,283,212,34,222,225,1939,1429,510,545,29,1342,342,226,1401,1372,967,450,33,19,261,212,421,300,133,127,4702,0,35,1,0,29,22,3233,4351,1939,100,1,37.45,5,3,Mercury Broadband -- TDS Telecom -- KwiKom -- Vyve Broadband -- Brightspeed,0,0,1,1
20003953700,3061,2912,45,0,4,0,43,41.0,60682,145,809,149,189,65,2,289,268,1226,1049,177,360,2,898,213,113,901,899,499,232,55,42,110,68,192,160,107,86,3037,0,0,24,0,0,61,1995,2926,1226,65,1,6.49,7,3,Mercury Broadband -- Craw Kan Telephone Cooperative Inc -- TDS Telecom -- T-Mobile US -- KwiKom -- LaHarpe Telephone Co -- Brightspeed,0,0,1,1
20005081600,4478,4284,3,4,6,0,28,44.6,71419,50,1242,111,287,101,9,128,316,1731,1609,122,466,3,1407,120,201,1411,1408,803,297,97,44,103,54,221,198,202,154,4471,0,5,2,0,0,0,3170,4282,1731,115,1,11.59,9,5,CentraCom -- Kansas Broadband Internet -- Mercury Broadband -- RAINBOW COMMUNICATIONS LLC -- T-Mobile US -- Verizon -- KwiKom -- Wisper ISP LLC -- Brightspeed,0,0,1,1
20005081701,3412,2792,217,0,11,0,312,37.9,69635,0,816,161,453,263,25,89,143,1397,888,509,433,0,1312,46,39,1312,1312,906,74,1,0,156,145,115,80,110,98,3316,0,16,46,34,112,0,2378,3129,1397,164,0,174.74,8,6,Kansas Broadband Internet -- Mercury Broadband -- AT&T Inc -- T-Mobile US -- RAINBOW COMMUNICATIONS LLC -- Verizon -- KwiKom -- Vyve Broadband,0,0,1,1
20005081702,2383,1996,220,5,34,0,72,21.3,50827,0,229,53,226,61,5,225,106,395,286,109,146,0,278,116,1,278,278,246,95,82,6,0,0,59,59,36,36,2347,0,21,13,2,60,15,858,2365,395,47,0,226.53,0,0,0,0,0,0,0
