Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
46003973600,2590,2415,33,62,6,0,172,41.4,71490,33,587,47,232,72,10,43,85,1053,807,246,300,3,822,120,108,827,824,642,195,8,7,97,67,100,71,130,91,2454,18,10,16,92,95,0,1724,2414,1053,22,1,3.74,6,5,Midstate Communications -- Golden West Telecommunications -- Venture Communications Cooperative Inc. -- Santel -- T-Mobile US -- Verizon,0,0,1,1
46005956600,1836,1728,0,11,0,0,24,42.6,81204,25,401,58,213,34,23,65,35,746,616,130,223,0,598,58,90,606,606,337,136,30,16,20,7,44,40,72,25,1803,5,0,24,4,0,87,1246,1741,746,49,1,3.27,12,8,SDN Communications -- Venture Communications Cooperative Inc. -- Santel -- Valley FiberCom -- T-Mobile US -- GigFire -- LTD Broadband -- Verizon -- James Valley Cooperative Telephone Company -- Midco -- Wisp West| Celerity Internet -- CenturyLink,0,0,1,1
46005956700,2266,2235,5,5,0,0,122,44.1,75833,1,566,32,257,56,12,52,105,898,731,167,245,0,749,68,81,760,760,592,124,19,12,57,26,88,62,114,88,2241,0,0,22,3,8,7,1579,2166,898,26,1,3.56,9,7,Venture Communications Cooperative Inc. -- Santel -- T-Mobile US -- LTD Broadband -- GigFire -- James Valley Cooperative Telephone Company -- Midco -- Wisp West| Celerity Internet -- CenturyLink,0,0,1,1
46005956800,1797,1369,0,77,0,0,325,43.3,60625,40,380,81,253,70,24,33,119,750,569,181,195,0,671,39,40,671,671,487,60,0,0,58,53,117,94,119,81,1568,0,0,135,94,33,0,1207,1574,750,86,1,68.34,10,7,SDN Communications -- Venture Communications Cooperative Inc. -- Santel -- T-Mobile US -- LTD Broadband -- GigFire -- Verizon -- Midco -- Wisp West| Celerity Internet -- CenturyLink,0,0,1,1
46005956900,3030,1881,17,112,120,201,647,34.1,42461,81,475,186,168,38,33,197,405,1125,545,580,318,0,934,65,126,956,956,613,137,107,73,125,69,232,199,187,162,2415,0,7,28,580,191,278,1854,2809,1125,142,1,3632.31,5,3,SDN Communications -- T-Mobile US -- Verizon -- Midco -- CenturyLink,0,0,1,1
46005957000,6188,4286,64,26,996,0,630,36.4,60786,202,912,211,548,450,80,308,239,2301,1686,615,919,0,1786,207,308,1786,1786,1387,472,124,107,249,85,275,232,448,345,5478,0,0,519,191,40,554,4089,5674,2301,269,1,250.1,9,6,SDN Communications -- Santel -- T-Mobile US -- GigFire -- LTD Broadband -- Verizon -- Midco -- Wisp West| Celerity Internet -- CenturyLink,0,0,1,1
46005957100,3972,2729,27,0,592,0,496,36.2,74938,81,686,148,638,91,0,99,154,1623,1067,556,633,0,1360,134,129,1366,1366,1109,204,54,33,144,86,211,145,179,109,3236,27,16,75,618,177,423,2557,3583,1623,156,1,257.84,9,6,SDN Communications -- Santel -- T-Mobile US -- GigFire -- LTD Broadband -- Verizon -- Midco -- Wisp West| Celerity Internet -- CenturyLink,0,0,1,1
46007941000,1454,748,0,580,45,0,144,33.8,48782,14,235,30,214,45,0,122,106,520,331,189,200,0,388,50,82,393,393,364,115,24,0,46,11,87,55,122,102,1404,0,12,6,32,0,30,858,1306,520,62,1,201.67,1,0,Golden West Telecommunications,0,1,1,0
46007941200,1937,625,6,1242,0,0,171,23.1,0,29,303,54,56,3,0,599,164,494,284,210,201,0,268,136,90,290,290,239,162,96,72,79,13,85,36,20,9,1931,0,0,6,0,2,25,939,1828,494,151,1,1.38,2,1,Golden West Telecommunications -- Verizon,0,1,1,1
46009967600,3080,2990,8,30,3,0,36,48.5,58333,71,738,76,386,120,20,53,190,1394,1082,312,308,24,1079,100,191,1129,1105,904,243,45,25,141,80,212,139,215,160,3054,0,4,14,8,12,5,2298,2927,1394,43,1,12.72,6,2,Fort Randall Telephone Company -- Golden West Telecommunications -- South Dakota Wireless Internet -- Viaero Wireless -- T-Mobile US -- Verizon,0,0,1,1
46009967700,3938,3110,107,441,11,0,168,37.5,56852,64,564,530,335,131,22,119,268,1020,762,258,210,10,787,87,136,802,792,660,189,57,31,82,9,187,135,130,121,3879,13,14,2,30,19,18,2873,3759,1020,20,1,12.25,5,2,Fort Randall Telephone Company -- Golden West Telecommunications -- Viaero Wireless -- Santel -- Verizon,0,0,1,1
46011958600,4406,4071,0,37,13,0,339,33.9,80462,14,827,45,659,134,46,191,63,1823,1402,421,599,0,1627,106,90,1638,1638,1295,179,65,33,65,42,122,84,279,220,4111,56,18,25,196,149,0,2889,4036,1823,35,1,12.03,8,5,Swiftel Communications -- ITC -- MCC_Georgia_LLC -- T-Mobile US -- LTD Broadband -- GigFire -- Verizon -- Midco,0,0,1,1
46011958700,5589,5463,4,15,24,0,94,37.3,84120,25,954,57,803,262,70,140,131,2332,1771,561,629,0,2125,84,123,2128,2128,1691,172,64,52,118,78,193,138,258,217,5494,4,36,24,31,13,28,3764,5112,2332,41,1,13.99,12,6,SDN Communications -- ITC -- Alliance Communications Cooperative Inc. -- MCC_Georgia_LLC -- Valley FiberCom -- T-Mobile US -- LTD Broadband -- GigFire -- Verizon -- Midco -- Wisp West| Celerity Internet -- CenturyLink,0,0,1,1
