Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
30001000100,1372,1233,0,2,5,0,87,58.5,59375,7,438,38,259,23,5,48,93,609,458,151,70,1,453,57,98,463,462,373,139,22,22,30,19,82,50,80,32,1349,0,2,7,14,16,0,1164,1315,609,25,1,0.91,5,3,AirGrids -- T-Mobile US -- Verizon -- Southern Montana Telephone Company -- 3 Rivers Communications,0,0,1,1
30001000200,3863,3611,0,63,2,0,377,45.4,58340,11,602,154,816,182,118,49,416,1751,1333,418,528,24,1581,54,92,1605,1581,905,144,9,9,247,198,172,126,250,200,3734,0,70,14,45,37,2,2851,3639,1751,169,1,2.79,7,4,Charter Communications Inc -- AirGrids -- T-Mobile US -- CenturyLink -- Verizon -- Southern Montana Telephone Company -- 3 Rivers Communications,0,0,1,1
30001000300,4234,3915,98,131,10,1,61,32.9,44563,22,454,87,575,246,50,354,427,1747,937,810,410,4,1488,201,54,1492,1488,1117,211,214,58,204,162,264,237,253,238,4196,0,8,9,21,32,3,2508,4097,1747,210,1,427.81,5,4,Charter Communications Inc -- AirGrids -- T-Mobile US -- Verizon -- 3 Rivers Communications,0,0,1,1
30003000100,4473,2586,0,1435,28,0,604,37.3,57873,31,829,176,426,261,84,164,547,1579,975,604,519,0,1339,59,181,1357,1357,972,133,24,16,262,222,224,106,185,152,4415,0,0,44,14,0,0,2791,4178,1579,119,1,5.4,9,5,Nemont -- Dubois Telephone Exchange Inc. -- Charter Communications Inc -- T-Mobile US -- Verizon -- TCT Cable Internet (Hardin) -- Mid-Rivers Communications -- Wisp West| Celerity Internet -- CenturyLink,0,0,1,1
30003940400,1675,130,0,1469,0,0,106,26.7,42885,27,184,75,121,5,0,311,236,432,285,147,204,0,310,31,91,327,327,279,84,27,5,54,48,87,80,69,11,1658,0,0,17,0,15,0,858,1536,432,170,1,2.1,3,2,Visionary Broadband -- T-Mobile US -- Dubois Telephone Exchange Inc.,0,1,1,1
30003940500,1412,476,0,835,0,0,55,32.8,51979,5,218,38,84,21,6,111,164,399,307,92,158,0,307,40,52,309,309,172,81,23,11,26,8,46,21,95,78,1381,0,0,14,17,0,7,865,1320,399,80,1,1.03,6,3,Nemont -- T-Mobile US -- Verizon -- TCT Cable Internet (Hardin) -- Wisp West| Celerity Internet -- CenturyLink,1,1,1,1
30003940600,3337,283,0,3003,0,0,43,25.2,41852,48,504,42,107,83,9,543,682,704,511,193,384,0,416,127,161,451,451,275,213,57,20,95,75,132,53,120,58,3337,0,0,0,0,0,40,1691,2987,704,435,1,5.72,6,2,Nemont -- Dubois Telephone Exchange Inc. -- T-Mobile US -- TCT Cable Internet (Hardin) -- Wisp West| Celerity Internet -- CenturyLink,0,1,1,1
30003940700,2193,360,0,1783,0,0,12,32.2,56786,8,307,71,180,47,10,291,243,508,334,174,243,0,331,52,125,339,339,267,155,42,7,58,28,56,23,62,54,2186,0,5,0,2,0,4,1227,2040,508,233,1,2.64,3,3,Visionary Broadband -- Nemont -- Verizon,0,1,1,1
30005000100,1539,889,0,496,3,0,77,36.5,61653,64,239,9,199,57,12,88,86,523,297,226,193,2,469,20,32,476,474,434,41,41,41,21,9,61,43,46,46,1492,0,16,11,20,0,37,1050,1407,523,174,1,1.6,3,3,Charter Communications Inc -- Triangle Communications -- T-Mobile US,0,0,1,1
30005000200,2286,2107,25,75,0,0,66,44.3,66429,33,407,59,254,180,48,39,210,978,670,308,312,11,755,106,106,771,760,659,197,55,33,128,78,164,127,86,64,2231,0,30,25,0,14,50,1625,2134,978,52,1,2.74,3,3,Charter Communications Inc -- Triangle Communications -- Verizon,0,0,1,1
