Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
27001770100,2428,2236,5,32,3,0,16,57.8,60956,23,579,112,177,76,47,89,229,1045,964,81,136,8,875,77,85,888,880,544,136,51,38,84,60,150,116,144,112,2403,0,16,8,1,0,5,1944,2361,1045,95,1,5.25,7,4,Charter Communications Inc -- Mille Lacs Energy Cooperative -- SCI Broadband -- T-Mobile US -- Verizon -- FRONTIER -- CenturyLink,0,0,1,1
27001770200,2177,2022,2,43,0,1,13,55.4,56912,18,580,65,161,49,5,65,203,970,810,160,178,10,752,86,122,768,758,458,177,38,22,96,55,137,92,134,101,2164,0,5,7,1,0,1,1689,2105,970,81,1,4.86,7,3,SCI Broadband -- T-Mobile US -- Verizon -- FRONTIER -- EMILY COOPERATIVE TELEPHONE COMPANY -- Johnson Telephone Company -- CenturyLink,0,0,1,1
27001770300,3307,3148,13,50,0,0,26,46.7,47269,14,704,111,432,97,37,253,286,1283,862,421,366,4,1023,92,164,1038,1034,752,218,124,77,186,122,188,126,175,153,3261,0,24,1,21,0,9,2372,3167,1283,115,1,97.69,6,3,CTC -- Charter Communications Inc -- Mille Lacs Energy Cooperative -- T-Mobile US -- Verizon -- CenturyLink,0,0,1,1
27001770401,1451,1353,11,39,0,0,62,57.1,68043,1,395,30,168,65,19,58,69,620,536,84,81,2,507,47,64,526,524,410,78,26,17,39,30,90,65,101,91,1440,0,5,2,4,0,7,1167,1391,620,60,0,14.62,4,3,FRONTIER -- SCI Broadband -- T-Mobile US -- Verizon,0,0,1,1
27001770402,1648,1404,30,124,13,0,29,50.1,51417,3,395,94,117,40,3,63,179,647,506,141,138,10,487,52,98,499,489,268,143,20,10,109,59,83,52,103,82,1612,0,15,11,10,0,9,1197,1538,647,46,0,4.75,5,2,Mille Lacs Energy Cooperative -- MCC_Georgia_LLC -- SCI Broadband -- T-Mobile US -- FRONTIER,0,0,1,1
27001790501,1846,1776,5,12,3,1,5,58.1,56042,11,554,99,184,42,14,84,99,882,803,79,98,5,660,74,143,668,663,421,189,43,27,102,37,159,107,80,59,1828,0,5,12,1,0,0,1565,1778,882,99,1,6.1,6,3,Mille Lacs Energy Cooperative -- SCI Broadband -- T-Mobile US -- Verizon -- FRONTIER -- CenturyLink,0,0,1,1
27001790503,1546,1468,1,0,0,3,70,62.5,58846,4,421,36,178,84,10,44,64,728,704,24,87,7,627,32,62,634,627,384,78,21,16,94,56,95,80,94,92,1521,0,2,12,11,11,0,1299,1530,728,120,0,34.17,5,2,Charter Communications Inc -- Mille Lacs Energy Cooperative -- SCI Broadband -- T-Mobile US -- CenturyLink,0,0,1,1
27001790504,1456,1426,6,3,5,0,8,58.4,63077,9,389,46,135,62,8,46,100,622,566,56,96,2,533,37,50,540,538,424,71,23,23,70,51,75,52,87,78,1442,0,3,11,0,0,3,1148,1410,622,74,0,20.24,5,2,Mille Lacs Energy Cooperative -- SCI Broadband -- T-Mobile US -- Verizon -- CenturyLink,0,0,1,1
27003050107,2931,2799,8,0,17,0,27,36.7,91691,0,647,151,79,27,17,72,177,1004,901,103,399,0,877,108,19,877,877,662,121,6,0,11,11,96,77,101,101,2910,0,8,9,4,4,0,1871,2764,1004,84,1,205.4,4,3,Midco -- T-Mobile US -- CenturyLink -- Verizon,0,0,1,1
27003050108,5737,5297,97,2,18,0,240,33.8,101210,17,1252,247,557,160,24,75,186,1958,1647,311,827,0,1857,97,4,1857,1857,1595,73,29,29,72,70,148,148,94,94,5469,0,48,84,136,36,82,3650,5312,1958,144,1,555.4,5,4,Xfinity -- T-Mobile US -- Verizon -- Midco -- CenturyLink,0,0,1,1
27003050109,5673,5401,19,8,21,0,273,37.3,119839,30,940,133,448,139,7,100,58,2030,1890,140,651,9,1878,50,93,1887,1878,1421,119,19,10,19,10,48,48,109,70,5472,0,63,86,52,72,26,3884,5384,2030,86,1,223.34,6,4,Xfinity -- Nextera Wireless -- T-Mobile US -- Verizon -- Midco -- CenturyLink,0,0,1,1
