Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
34001000100,2345,758,307,18,731,0,742,28.1,44091,0,372,79,228,44,8,335,490,884,400,484,250,6,713,105,60,721,715,644,157,61,22,167,136,131,80,199,172,1420,51,106,449,319,377,321,1255,2251,884,253,0,3212.36,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
34001000200,3386,1609,49,0,835,0,1396,41.2,50020,0,604,0,590,112,62,222,387,1399,689,710,419,0,1089,260,50,1108,1108,935,246,52,52,208,63,258,157,181,181,1974,56,75,548,733,606,403,2304,3293,1399,514,0,16894.74,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
34001000300,4092,875,315,12,1203,0,1988,32.7,50663,58,549,78,247,109,81,432,485,1384,302,1082,554,0,1088,165,131,1107,1107,932,272,176,112,65,27,298,249,127,114,2032,34,12,899,1115,1112,639,2635,3641,1384,444,0,28163.36,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
34001000400,3602,1191,130,0,965,0,1239,45.7,33966,0,984,100,310,154,86,664,568,1696,732,964,198,0,1326,274,96,1349,1349,864,294,228,121,143,99,520,480,302,162,1681,165,0,444,1312,735,602,2465,3450,1696,703,0,12726.01,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
34001000500,3042,380,187,29,1191,0,1267,35.0,48750,17,540,115,256,41,21,65,538,1003,434,569,468,0,855,109,39,855,855,687,148,29,29,91,76,136,117,275,181,1481,63,19,532,947,657,539,1880,2817,1003,285,0,30280.75,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
34001001100,1787,150,1441,8,62,0,166,53.4,16507,27,350,65,142,14,68,413,209,1079,140,939,87,0,677,22,380,703,703,560,343,256,149,328,153,59,59,92,92,1585,54,0,90,58,115,43,1366,1732,1079,280,0,16485.0,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
34001001200,2359,256,1823,16,110,0,294,50.0,47073,18,475,376,143,14,0,182,439,1020,677,343,289,0,935,29,56,984,984,835,17,72,53,218,218,134,134,100,93,1975,15,18,326,25,158,66,1769,2229,1020,361,0,6084.46,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
34001001300,1826,248,1186,1,0,0,362,36.4,47073,24,194,102,263,108,0,56,229,800,314,486,195,0,747,24,29,756,756,629,34,24,24,85,63,146,146,198,198,1544,48,0,62,172,188,0,1196,1775,800,240,0,266.2,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
34001001400,3664,570,1455,0,1,0,1591,27.5,23574,43,756,91,126,61,0,950,956,1512,136,1376,615,0,1109,157,246,1207,1207,884,240,321,251,280,215,409,314,113,55,2669,424,0,131,440,373,126,1910,2979,1512,475,0,4499.78,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
34001001500,1334,174,773,0,144,0,291,55.7,19153,67,355,17,92,3,58,85,544,785,94,691,110,0,372,106,307,438,438,319,253,38,37,408,160,181,165,83,9,845,101,0,233,155,174,113,1024,1334,785,259,0,12497.38,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
34001001900,1617,472,884,10,49,0,220,37.8,31650,0,460,7,106,41,10,181,378,933,85,848,162,0,699,166,68,699,699,547,234,67,58,240,102,178,101,185,185,1146,39,0,250,182,89,194,1156,1450,933,273,0,14771.55,3,3,Xfinity -- T-Mobile US -- Verizon,0,0,1,1
