Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
08001007801,3889,1121,698,68,1024,8,1343,29.8,36300,64,285,116,155,43,0,563,355,1288,174,1114,463,0,982,176,130,1012,1012,646,196,158,93,137,75,323,252,321,250,1996,0,29,171,1693,632,1132,2338,3688,1288,390,0,16257.67,8,3,Xfinity -- LiveWireNet -- Starry Inc. -- UPN -- WiFiHood -- Verizon -- AERUX BROADBAND -- CenturyLink,0,0,1,1
08001007802,4359,1107,840,79,170,45,2534,33.0,47466,87,865,148,190,61,0,680,635,1528,179,1349,579,0,1277,133,118,1308,1308,987,205,102,102,242,198,237,197,255,183,2469,53,23,298,1516,1171,479,2597,3949,1528,432,0,18684.14,6,3,Xfinity -- Starry Inc. -- LiveWireNet -- UPN -- Verizon -- CenturyLink,0,0,1,1
08001007900,6126,2636,1016,33,132,12,3153,31.4,61667,25,845,276,452,203,42,674,397,2222,1061,1161,922,0,1961,60,201,1988,1988,1473,223,218,136,151,91,305,284,277,254,4069,0,46,300,1711,1486,142,3794,5663,2222,582,0,9090.9,8,4,Xfinity -- Starry Inc. -- LiveWireNet -- UPN -- WiFiHood -- T-Mobile US -- Verizon -- CenturyLink,0,0,1,1
08001008000,5763,3088,426,60,112,0,2916,34.1,71212,80,967,173,637,303,69,161,261,1922,1093,829,772,5,1816,38,63,1821,1816,1564,91,69,40,92,58,161,131,252,252,4470,0,89,322,882,826,4,3806,5374,1922,694,0,7302.0,7,3,Xfinity -- LiveWireNet -- UPN -- T-Mobile US -- Verizon -- AERUX BROADBAND -- CenturyLink,0,0,1,1
08001008100,1674,1011,57,121,172,0,261,30.8,48846,0,204,41,454,161,76,463,121,806,21,785,23,0,786,15,5,791,791,741,7,197,189,61,54,71,71,80,80,1307,8,118,58,183,26,24,1305,1660,806,139,0,1466.05,7,3,Xfinity -- LiveWireNet -- UPN -- T-Mobile US -- Verizon -- AERUX BROADBAND -- CenturyLink,0,0,1,1
08001008200,6795,2476,910,24,174,0,3704,32.3,91828,104,1151,132,596,113,12,350,447,1651,1159,492,795,5,1535,73,38,1540,1535,1345,51,47,42,117,98,98,86,171,154,4825,0,98,465,1407,1203,292,4101,6196,1651,393,0,3968.91,9,4,Xfinity -- LiveWireNet -- UPN -- Allstream Business US LLC -- T-Mobile US -- Verizon -- Rise Broadband -- AERUX BROADBAND -- CenturyLink,0,0,1,1
08001008308,6087,2164,944,1,240,0,3671,31.9,52585,99,1094,172,305,100,52,618,443,2096,1101,995,946,0,1826,172,98,1854,1854,1230,169,111,111,310,248,403,324,221,192,4008,0,49,573,1457,1376,158,3592,5544,2096,510,0,3500.04,10,4,Xfinity -- LiveWireNet -- UPN -- WiFiHood -- Allstream Business US LLC -- T-Mobile US -- Verizon -- Rise Broadband -- AERUX BROADBAND -- CenturyLink,0,0,1,1
08001008309,4005,1754,305,68,110,0,2692,32.2,69009,93,732,101,165,20,6,80,509,1246,1035,211,551,0,1100,133,13,1100,1100,735,65,58,6,94,93,217,155,35,35,2689,0,49,460,807,1333,89,2340,3746,1246,291,0,867.61,10,5,Xfinity -- LiveWireNet -- Charter Communications Inc -- WiFiHood -- Allstream Business US LLC -- T-Mobile US -- Verizon -- Rise Broadband -- AERUX BROADBAND -- CenturyLink,0,0,1,1
08001008354,4871,1236,1935,28,170,3,1339,30.7,113339,0,1030,126,893,195,15,30,0,1517,1353,164,483,0,1494,23,0,1494,1494,1369,0,0,0,0,0,46,46,107,107,3038,12,125,1156,540,386,554,3279,4578,1517,302,0,100.93,12,5,Xfinity -- Charter Communications Inc -- Viaero Wireless -- WiFiHood -- Allstream Business US LLC -- Fusion -- T-Mobile US -- Verizon -- Bijou Telephone Cooperative Association Inc. -- Rise Broadband -- AERUX BROADBAND -- CenturyLink,0,0,1,1
08001008355,5148,3119,319,42,260,0,2591,32.2,70517,44,802,298,340,161,12,109,394,1828,1459,369,640,0,1651,149,28,1651,1651,1470,146,82,82,7,7,292,277,160,76,3803,16,288,426,615,628,150,3371,4697,1828,361,0,3658.98,7,4,Xfinity -- UPN -- T-Mobile US -- Verizon -- Rise Broadband -- AERUX BROADBAND -- CenturyLink,0,0,1,1
08001008401,5441,4502,62,20,42,0,994,37.4,96558,17,1258,209,591,83,50,211,106,1935,1620,315,710,0,1804,45,86,1812,1812,1158,111,24,24,74,30,210,172,167,156,5168,0,41,107,125,133,9,3671,5219,1935,135,1,28.56,10,6,Xfinity -- Visionary Broadband -- Roggen Telephone Cooperative Company -- Viaero Wireless -- Eastern Slope Rural Telephone Association Inc. -- T-Mobile US -- Verizon -- Bijou Telephone Cooperative Association Inc. -- Rise Broadband -- CenturyLink,0,0,1,1
08001008402,5531,4121,83,0,12,0,1024,33.8,127524,11,810,170,473,340,0,103,217,1669,1472,197,648,9,1551,79,30,1590,1581,1257,39,52,45,51,38,48,48,88,88,5141,88,49,114,139,155,7,3364,5351,1669,102,1,7.42,11,5,Xfinity -- Roggen Telephone Cooperative Company -- Viaero Wireless -- Eastern Slope Rural Telephone Association Inc. -- DirectLink -- WiFiHood -- TDS Telecom -- Wiggins Telephone Association -- T-Mobile US -- Verizon -- Bijou Telephone Cooperative Association Inc.,0,0,1,1
