Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
36001000100,2259,750,989,0,30,20,346,30.6,44547,71,352,80,173,23,28,238,403,811,320,491,332,0,667,31,113,693,693,587,87,67,52,35,35,197,174,144,144,1941,94,25,142,57,35,16,1187,2058,811,216,0,2423.2,5,3,Hudson Valley Wireless -- Charter Communications Inc -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
36001000201,2465,388,1777,0,102,0,174,39.8,33688,0,286,262,404,59,149,358,396,1182,244,938,272,0,902,192,88,902,902,782,201,186,115,236,188,211,211,74,44,2122,0,47,195,101,15,142,1887,2370,1182,641,0,12153.7,5,3,Hudson Valley Wireless -- Charter Communications Inc -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
36001000202,2374,317,1979,0,0,0,45,35.3,32585,19,263,152,177,58,58,691,77,1205,459,746,380,0,933,127,145,933,933,835,242,241,149,85,31,319,226,73,56,2274,13,0,0,87,116,68,1570,2150,1205,482,0,4526.0,6,4,Xfinity -- Hudson Valley Wireless -- Charter Communications Inc -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
36001000301,2837,1005,1271,0,4,0,673,42.1,43214,0,392,323,67,144,0,513,408,1146,279,867,289,1,912,0,233,974,973,639,172,61,61,362,234,68,68,147,147,2291,0,16,336,194,207,1,1929,2767,1146,721,0,12205.75,5,3,Hudson Valley Wireless -- Charter Communications Inc -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
36001000302,3200,2039,565,7,139,0,183,33.1,50875,0,389,92,495,341,8,176,462,1786,474,1312,309,21,1391,109,265,1412,1391,1322,275,152,18,287,246,164,137,283,237,2909,0,0,199,92,0,91,2254,2853,1786,546,0,1745.14,7,4,Pavlov Media -- Hudson Valley Wireless -- Charter Communications Inc -- Massivemesh Networks -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
36001000401,2301,2053,144,0,18,0,98,62.6,76641,0,350,28,400,530,96,81,73,959,625,334,121,0,798,42,119,798,798,759,119,38,4,45,37,33,27,207,127,1926,0,11,181,183,0,130,2018,2262,959,166,0,691.52,5,3,Hudson Valley Wireless -- Charter Communications Inc -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
36001000403,4348,3023,623,0,411,0,154,41.9,77468,51,141,53,1032,458,143,417,314,2273,1127,1146,275,14,1922,132,205,1972,1958,1761,279,56,37,311,217,150,56,394,300,3300,13,136,550,349,17,281,2981,4250,2273,592,0,3606.86,5,3,Hudson Valley Wireless -- Charter Communications Inc -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
36001000404,5126,2817,1262,8,308,10,981,19.9,108750,0,10,0,25,2,0,0,0,15,0,15,0,0,10,0,5,10,10,10,5,0,0,5,0,0,0,0,0,4736,25,89,133,143,50,82,51,5126,15,4,0,7197.15,0,0,0,0,0,0,0
36001000501,3471,1015,1501,41,193,0,594,29.6,16585,0,320,296,194,133,34,961,850,1660,266,1394,426,0,1376,66,218,1452,1452,1219,166,344,278,655,572,190,155,104,80,2960,12,0,277,222,220,201,2006,3327,1660,895,0,16137.44,5,3,Hudson Valley Wireless -- Charter Communications Inc -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
36001000502,3788,2220,714,3,385,0,398,21.8,60174,0,219,16,385,250,38,410,266,1003,325,678,114,0,847,65,91,847,847,760,73,146,137,72,7,131,112,64,50,3194,4,19,265,306,33,254,1145,3748,1003,146,0,13032.31,5,3,Hudson Valley Wireless -- Charter Communications Inc -- T-Mobile US -- Verizon -- FirstLight Fiber,0,0,1,1
