Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
21001970100,1726,1659,0,0,0,0,23,49.7,51667,28,348,181,42,55,13,81,320,616,548,68,158,0,470,19,127,530,530,338,79,16,0,90,51,121,121,79,56,1726,0,0,0,0,21,80,1218,1682,616,163,1,23.34,3,2,T-Mobile US -- Windstream Buffalo Valley Inc. -- Verizon,0,0,1,1
21001970200,1843,1780,35,3,8,0,0,51.5,52045,116,448,131,158,93,20,121,156,750,660,90,178,0,545,171,34,550,550,376,177,35,5,133,36,76,66,122,93,1808,0,17,18,0,0,0,1444,1763,750,213,1,48.65,4,2,DuoBroadband -- T-Mobile US -- Windstream Buffalo Valley Inc. -- Verizon,0,0,1,1
21001970300,3007,2800,25,0,0,0,126,39.7,41333,54,873,175,155,79,0,131,639,1132,888,244,366,0,821,124,187,845,845,471,276,47,39,197,102,203,125,208,151,2945,0,0,0,62,0,0,2233,2796,1132,308,1,39.27,4,2,DuoBroadband -- T-Mobile US -- Windstream Buffalo Valley Inc. -- Verizon,0,0,1,1
21001970401,4176,3851,42,0,24,0,228,40.0,47578,126,919,197,165,246,128,165,539,1713,1048,665,443,10,1253,156,294,1263,1253,1093,393,67,15,390,168,213,151,233,233,3978,0,0,0,198,7,0,2859,3972,1713,455,1,103.16,4,2,DuoBroadband -- T-Mobile US -- Windstream Buffalo Valley Inc. -- Verizon,0,0,1,1
21001970402,4502,4104,59,0,41,24,62,32.4,54085,95,610,160,262,252,41,167,190,1306,966,340,436,6,1214,55,31,1233,1227,982,63,82,71,130,90,169,165,238,238,4264,0,0,99,139,0,11,2555,4353,1306,367,1,180.67,5,2,OpenFiber Kentucky -- T-Mobile US -- Verizon -- DuoBroadband -- Windstream Buffalo Valley Inc.,0,0,1,1
21001970500,2081,1779,146,0,0,0,0,35.4,56280,50,307,100,251,45,7,397,207,738,639,99,275,6,653,26,53,669,663,398,69,69,51,57,53,54,48,103,81,2050,0,31,0,0,0,0,1245,1872,738,233,1,18.33,5,2,South Central Telcom LLC -- T-Mobile US -- Verizon -- DuoBroadband -- Windstream Buffalo Valley Inc.,0,0,1,1
21001970600,1552,1471,0,0,0,0,29,44.9,45375,21,470,145,106,38,10,276,101,548,453,95,161,0,477,36,35,481,481,344,57,55,44,81,67,111,76,49,42,1523,0,0,0,29,12,63,1159,1512,548,132,1,30.02,3,1,DuoBroadband -- Windstream Buffalo Valley Inc. -- Verizon,0,0,1,1
21003920100,3315,3188,0,0,0,0,36,49.8,66007,54,864,167,363,148,32,552,96,1430,1244,186,344,0,1090,109,231,1148,1148,941,229,184,140,159,89,202,120,46,32,3286,0,13,0,16,0,0,2678,3077,1430,289,1,38.86,3,2,T-Mobile US -- Windstream Buffalo Valley Inc. -- Verizon,0,0,1,1
21003920200,3447,3386,0,0,0,0,34,39.8,70927,246,556,126,223,176,32,48,233,1053,926,127,397,0,750,108,195,750,750,666,269,18,18,98,16,110,61,143,129,3376,0,14,25,32,0,406,2097,3128,1053,179,1,56.42,3,2,T-Mobile US -- Windstream Buffalo Valley Inc. -- Verizon,0,0,1,1
21003920300,4855,4503,129,4,0,0,190,41.1,43015,70,1050,292,244,260,0,406,496,1954,1211,743,655,0,1516,300,138,1516,1516,1162,342,189,122,95,48,576,384,219,116,4713,0,0,56,86,118,0,3394,4649,1954,386,1,171.49,4,2,TRI-COGO FIBER -- T-Mobile US -- Windstream Buffalo Valley Inc. -- Verizon,0,0,1,1
21003920400,4329,4117,38,6,0,0,185,36.6,58906,71,1122,143,324,71,31,153,661,1732,1274,458,551,0,1404,166,162,1469,1469,1135,257,88,36,256,222,256,157,171,142,4241,0,3,41,44,12,0,3052,4122,1732,349,1,91.4,3,2,T-Mobile US -- Windstream Buffalo Valley Inc. -- Verizon,0,0,1,1
21003920500,1382,1326,0,0,3,0,9,45.5,51645,32,299,43,95,83,25,93,101,501,396,105,133,0,422,12,67,422,422,312,79,24,24,46,17,59,41,109,95,1360,0,0,4,18,0,0,937,1293,501,95,1,20.73,0,0,0,0,0,0,0
21003920600,3445,3386,0,0,7,0,49,38.2,59075,75,874,201,328,138,0,382,160,1146,963,183,495,4,924,150,68,928,924,707,170,89,69,84,60,107,34,184,177,3397,0,8,7,33,0,28,2216,3234,1146,225,1,58.84,0,0,0,0,0,0,0
21005950101,1771,1683,46,0,0,0,45,46.5,70552,0,221,166,372,75,0,41,273,715,545,170,314,0,634,19,62,634,634,546,81,23,23,4,4,79,63,172,126,1732,0,39,0,0,0,0,1251,1629,715,149,0,158.3,4,3,Charter Communications Inc -- Bluegrass Fiber -- AT&T Inc -- T-Mobile US,0,0,1,1
21005950102,6756,5994,497,0,0,0,186,40.8,66042,135,1471,186,696,104,39,258,742,2521,1974,547,793,0,2153,231,137,2239,2239,1808,195,32,32,149,110,263,181,389,280,6596,0,37,19,104,6,0,4636,6386,2521,503,0,387.88,4,3,Charter Communications Inc -- Bluegrass Fiber -- AT&T Inc -- T-Mobile US,0,0,1,1
21005950201,6013,5721,185,0,28,14,41,38.1,59146,70,1212,299,513,523,17,373,239,2296,1607,689,719,0,1933,219,144,1941,1941,1573,314,114,104,136,86,346,228,389,341,5871,0,15,86,41,19,14,3928,5571,2296,440,1,1316.34,4,3,Charter Communications Inc -- Bluegrass Fiber -- AT&T Inc -- T-Mobile US,0,0,1,1
21005950202,3993,3893,0,0,0,0,73,41.9,78250,9,678,105,626,191,42,71,451,1503,1175,328,526,0,1337,93,73,1386,1386,971,78,27,27,151,115,198,187,117,109,3972,0,0,0,21,0,0,2718,3796,1503,287,1,142.42,3,3,Charter Communications Inc -- AT&T Inc -- T-Mobile US,0,0,1,1
21005950300,2430,2290,0,0,0,0,90,46.8,75000,5,477,155,259,126,12,128,271,1020,948,72,270,0,880,55,85,880,880,275,119,12,12,41,21,208,141,93,67,2420,10,0,0,0,0,0,1802,2385,1020,159,1,37.52,3,1,Charter Communications Inc -- Bluegrass Fiber -- All Points Broadband,0,0,1,1
