Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
39001770100,4648,4450,17,3,45,0,44,38.6,51333,42,1361,152,163,97,3,442,905,1690,1086,604,578,0,1318,140,232,1375,1375,906,249,107,68,407,316,217,157,98,44,4542,0,57,0,49,0,0,3088,4391,1690,609,1,40.79,7,5,altafiber Extended Territories -- Charter Communications Inc -- Southern Ohio Communications Inc -- T-Mobile US -- Verizon -- FRONTIER,0,0,1,1
39001770200,4751,4663,7,0,32,6,12,41.6,47955,98,1429,236,296,331,11,267,409,1816,1357,459,643,0,1465,104,247,1467,1467,830,311,109,58,190,108,330,211,315,281,4719,0,0,32,0,0,0,3406,4366,1816,416,1,56.26,9,7,altafiber Extended Territories -- AT&T Inc -- Charter Communications Inc -- Southern Ohio Communications Inc -- T-Mobile US -- Verizon -- FRONTIER,0,0,1,1
39001770301,3835,3723,69,0,0,0,34,40.8,72216,106,910,260,258,35,0,351,38,1220,1105,115,583,0,871,169,180,871,871,370,349,144,122,122,10,81,27,166,127,3809,0,0,9,17,0,0,2521,3657,1220,412,0,46.28,7,5,altafiber Extended Territories -- Charter Communications Inc -- Southern Ohio Communications Inc -- T-Mobile US -- Verizon -- FRONTIER,0,0,1,1
39001770302,3533,3238,16,35,31,0,83,41.9,66919,14,599,76,265,169,140,71,147,1100,867,233,494,0,944,64,92,944,944,476,156,5,5,122,57,146,112,181,151,3375,0,0,62,96,0,0,2207,3387,1100,333,0,52.69,7,5,altafiber Extended Territories -- Charter Communications Inc -- Southern Ohio Communications Inc -- T-Mobile US -- Verizon -- FRONTIER,0,0,1,1
39001770400,4241,4123,16,0,0,0,50,46.3,35148,25,1116,208,329,113,45,485,321,1759,1042,717,469,13,1412,145,189,1455,1442,1173,239,224,131,196,98,453,335,220,212,4238,0,0,0,3,14,0,3016,3987,1759,654,1,115.29,7,5,altafiber Extended Territories -- Charter Communications Inc -- Southern Ohio Communications Inc -- T-Mobile US -- Verizon -- FRONTIER,0,0,1,1
39001770500,3185,3084,6,0,0,0,26,47.1,46810,55,816,142,82,165,43,167,683,1242,1014,228,307,0,976,167,99,979,979,427,263,76,59,194,95,241,168,137,123,3054,12,119,0,0,11,0,2206,3095,1242,319,1,23.47,8,5,altafiber Extended Territories -- Charter Communications Inc -- Southern Ohio Communications Inc -- Riverside Broadband LLC -- Verizon -- FRONTIER -- T-Mobile US,0,0,1,1
39001770600,3316,3251,0,0,19,0,54,39.2,32542,16,969,93,121,93,4,438,589,1348,800,548,400,0,1013,149,186,1029,1029,648,319,107,58,300,149,325,245,115,104,3297,0,0,19,0,0,0,2344,3008,1348,571,1,62.57,7,5,altafiber Extended Territories -- Charter Communications Inc -- Southern Ohio Communications Inc -- Verizon -- FRONTIER -- T-Mobile US,0,0,1,1
39003010100,3890,3512,39,0,138,0,67,41.0,73804,2,723,25,541,342,43,7,32,1558,1242,316,418,0,1347,24,187,1347,1347,1259,195,15,0,99,33,284,177,140,132,3713,0,39,64,74,37,29,2479,3665,1558,157,1,521.29,8,4,altafiber Extended Territories -- Charter Communications Inc -- Benton Ridge Telephone Company -- MetaLINK Technologies Inc. -- Verizon -- Brightspeed -- T-Mobile US,0,0,1,1
39003010200,4072,3832,0,0,5,0,204,44.1,83953,2,1142,45,464,169,9,66,92,1536,1377,159,421,0,1315,109,112,1349,1349,1048,154,40,15,46,18,108,71,183,170,4011,0,18,26,17,16,0,2916,3824,1536,191,1,59.44,11,4,altafiber Extended Territories -- Fort Randall Telephone Company -- Charter Communications Inc -- Benton Ridge Telephone Company -- T-Mobile US -- Verizon -- MetaLINK Technologies Inc. -- Speedwavz -- Vaughnsville Telephone Co -- Brightspeed,0,0,1,1
39003010300,1681,1650,0,0,0,0,0,36.4,82604,0,446,83,126,47,3,18,6,607,504,103,177,4,557,19,27,567,563,363,33,11,11,7,0,56,51,69,63,1672,0,3,0,6,0,0,1120,1569,607,88,1,53.36,12,4,altafiber Extended Territories -- Fort Randall Telephone Company -- Charter Communications Inc -- Benton Ridge Telephone Company -- T-Mobile US -- Verizon -- MetaLINK Technologies Inc. -- Speedwavz -- NKTELCO -- Vaughnsville Telephone Co -- Brightspeed,0,0,1,1
39003010600,4906,4660,44,1,12,0,54,40.6,63139,19,1409,86,430,155,0,251,215,1875,1477,398,649,0,1639,168,68,1643,1643,1110,206,81,80,89,61,306,181,250,205,4884,0,22,0,0,0,17,3219,4583,1875,338,1,86.71,12,5,altafiber Extended Territories -- Charter Communications Inc -- Benton Ridge Telephone Company -- Wabash Mutual Telephone -- T-Mobile US -- Verizon -- MetaLINK Technologies Inc. -- Speedwavz -- FRONTIER -- BTC Communications -- NKTELCO,0,0,1,1
39003010801,4466,4108,217,0,18,0,31,42.8,71761,0,1140,110,520,273,39,43,151,1836,1545,291,468,0,1548,132,156,1586,1582,1358,183,17,9,136,73,120,86,249,205,4432,0,13,14,7,3,5,3237,4215,1836,220,0,965.5,10,3,altafiber Extended Territories -- Fort Randall Telephone Company -- Charter Communications Inc -- Benton Ridge Telephone Company -- T-Mobile US -- Speedwavz -- MetaLINK Technologies Inc. -- NKTELCO -- Brightspeed,0,0,1,1
