Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
06001400100,3269,2385,171,0,477,0,167,50.8,234236,0,64,10,946,665,223,100,42,1377,1250,127,404,0,1284,76,17,1293,1293,1267,61,78,78,0,0,52,44,27,27,2439,0,72,493,265,10,40,2522,3136,1377,78,0,1239.46,6,4,Xfinity -- Unwired Ltd -- T-Mobile US -- Sonic.net -- Verizon -- AT&T Inc,0,0,1,1
06001400200,2147,1535,38,9,251,0,159,43.4,225500,0,83,15,599,524,229,122,39,876,490,386,202,4,861,11,0,865,861,848,6,6,6,21,15,7,7,39,39,1799,0,39,191,118,23,16,1740,1978,876,35,0,8998.9,8,4,Xfinity -- Unwired Ltd -- TPx Communications -- Fusion -- T-Mobile US -- Sonic.net -- Verizon -- AT&T Inc,0,0,1,1
06001400300,5619,3403,529,26,635,0,568,37.8,164000,0,149,2,1944,1084,336,300,96,2638,947,1691,592,0,2399,82,157,2399,2399,2042,210,124,53,91,63,132,122,82,31,4533,19,192,612,263,0,123,4514,5492,2638,148,0,12704.66,9,4,Xfinity -- Unwired Ltd -- TPx Communications -- Google Fiber -- T-Mobile US -- Sonic.net -- Verizon -- AT&T Inc -- GeoLinks,0,0,1,1
06001400400,4278,2832,525,23,373,0,306,37.4,158836,0,188,32,1177,744,251,101,318,1760,873,887,479,0,1716,44,0,1716,1716,1614,0,19,19,105,68,95,95,61,54,3754,20,83,264,157,31,28,3255,3956,1760,174,0,15855.19,8,4,Xfinity -- Unwired Ltd -- TPx Communications -- T-Mobile US -- Sonic.net -- Verizon -- AT&T Inc -- GeoLinks,0,0,1,1
06001400500,3949,1778,1000,4,376,6,612,37.1,95078,19,303,34,1055,675,189,203,206,1679,801,878,306,8,1546,107,18,1554,1546,1338,60,70,70,70,56,116,116,112,50,3092,0,92,471,294,14,92,3013,3791,1679,222,0,17727.17,8,4,Xfinity -- Unwired Ltd -- TPx Communications -- T-Mobile US -- Sonic.net -- Verizon -- AT&T Inc -- GeoLinks,0,0,1,1
06001400600,2058,939,539,21,131,14,134,35.8,155893,6,117,29,585,273,94,94,80,768,310,458,211,0,728,8,32,728,728,642,32,25,25,55,30,19,12,22,22,1711,14,88,179,66,14,77,1566,1920,768,102,0,17016.97,7,4,Xfinity -- Unwired Ltd -- T-Mobile US -- Sonic.net -- Verizon -- AT&T Inc -- GeoLinks,0,0,1,1
06001400700,4758,2420,1112,118,398,0,470,36.6,110556,0,227,37,1286,877,182,190,285,2012,747,1265,429,0,1861,55,96,1906,1906,1739,97,96,96,63,41,169,148,70,70,4101,0,51,356,250,20,138,3692,4467,2012,271,0,15406.77,9,4,Xfinity -- Unwired Ltd -- TPx Communications -- Sail Internet -- T-Mobile US -- Sonic.net -- Verizon -- AT&T Inc -- GeoLinks,0,0,1,1
06001400800,4335,2241,664,59,695,9,387,35.7,97132,0,416,30,1217,755,125,278,200,1885,661,1224,368,0,1828,31,26,1854,1854,1588,31,103,103,142,131,59,59,231,231,3466,0,22,521,326,138,211,3486,4190,1885,240,0,14423.38,10,4,Xfinity -- Unwired Ltd -- TPx Communications -- Google Fiber -- Sail Internet -- T-Mobile US -- Sonic.net -- Verizon -- AT&T Inc -- GeoLinks,0,0,1,1
06001400900,2844,1104,710,46,174,0,533,35.1,114583,9,252,88,654,285,50,44,96,1113,402,711,338,0,1105,8,0,1105,1105,965,0,18,18,10,10,90,90,48,48,2292,0,60,224,268,91,138,2109,2643,1113,157,0,19412.22,8,4,Xfinity -- Unwired Ltd -- Sail Internet -- T-Mobile US -- Sonic.net -- Verizon -- AT&T Inc -- GeoLinks,0,0,1,1
06001401000,6277,2436,1478,72,464,42,1389,35.6,153654,0,340,44,1817,800,128,245,464,2302,941,1361,480,0,2200,59,43,2210,2210,1972,68,62,62,84,66,60,60,176,176,5271,42,51,454,459,206,235,4945,5878,2302,354,0,13941.75,9,4,Xfinity -- Unwired Ltd -- TPx Communications -- Google Fiber -- T-Mobile US -- Sonic.net -- Verizon -- AT&T Inc -- GeoLinks,0,0,1,1
