Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
40001376600,2203,1273,25,658,1,4,166,46.6,36250,14,624,184,110,40,0,252,314,847,711,136,173,5,502,171,169,513,508,284,302,75,19,107,49,235,120,110,82,2144,0,1,36,22,25,11,1516,2059,847,169,1,27.23,7,4,Lake Region Technology & Communications LLC -- Northeast Rural Services -- T-Mobile US -- OzarksGo -- Verizon -- Salina Spavinaw Telephone -- Brightspeed,0,1,1,1
40001376700,5127,2722,0,1368,201,0,396,38.0,50379,35,1427,253,195,107,0,413,669,1738,1086,652,596,0,1181,249,308,1191,1191,665,521,141,96,201,100,323,139,189,139,4962,0,42,99,24,0,93,3414,4825,1738,372,1,34.89,4,3,T-Mobile US -- Windstream Buffalo Valley Inc. -- OzarksGo -- Verizon,0,1,1,1
40001376800,4165,1142,13,2425,3,0,208,33.7,55104,31,949,184,222,126,25,311,418,1384,1084,300,420,0,702,386,296,706,706,473,628,98,25,178,59,222,91,156,100,4117,8,8,0,32,14,21,2592,3902,1384,481,1,23.8,4,3,T-Mobile US -- Windstream Buffalo Valley Inc. -- OzarksGo -- Verizon,0,1,1,1
40001376900,4113,1358,28,2008,7,0,458,34.4,30760,75,899,179,185,87,15,538,505,1601,754,847,615,8,790,450,353,799,791,598,760,247,102,315,97,304,155,187,88,3930,0,0,46,137,125,48,2608,3736,1601,582,1,268.92,4,3,T-Mobile US -- Windstream Buffalo Valley Inc. -- OzarksGo -- Verizon,0,1,1,1
40001377000,4118,1261,0,2222,56,0,276,39.3,50125,89,975,284,134,119,0,395,524,1278,1060,218,427,0,555,335,388,561,561,409,663,108,23,127,26,289,102,114,63,4039,4,8,43,24,6,61,2655,3826,1278,511,1,27.6,6,4,Cookson Hills Connect LLC -- Wave Rural Connect -- T-Mobile US -- OzarksGo -- Verizon -- Windstream Buffalo Valley Inc.,0,1,1,1
40003955600,1648,1437,18,8,38,0,100,39.7,67014,12,343,91,281,69,8,43,82,597,476,121,226,1,478,86,32,480,479,374,105,23,23,53,36,48,30,64,56,1556,0,3,76,13,36,0,1113,1565,597,58,1,3.9,6,5,Chisholm Broadband -- Verizon -- T-Mobile US -- Nextlink -- South Central Telephone Assn Inc -- KanOkla Telephone Association,0,1,1,1
40003955700,1322,1143,1,17,1,0,122,40.7,77500,9,236,33,171,86,5,63,156,556,416,140,181,0,500,16,40,505,505,397,51,28,17,36,33,52,37,76,71,1304,0,6,12,0,0,1,875,1246,556,56,1,12.89,5,5,Chisholm Broadband -- T-Mobile US -- Nextlink -- KanOkla Telephone Association -- AT&T Inc,0,1,1,1
40003956000,2713,2115,182,131,0,5,154,46.1,69643,47,539,339,150,96,7,55,135,676,565,111,225,1,577,48,50,581,580,405,89,37,35,39,30,101,74,59,42,2595,6,2,36,74,53,25,2263,2614,676,58,1,7.95,6,5,Pioneer Telephone Cooperative Inc. -- Chisholm Broadband -- Optimum -- Nextlink -- T-Mobile US -- KanOkla Telephone Association,0,1,1,1
40005587600,1907,1162,186,194,6,1,67,41.5,53417,19,485,176,131,84,11,81,93,529,442,87,129,0,409,42,78,412,412,90,107,25,15,62,34,93,50,62,50,1885,0,6,8,8,42,2,1473,1857,529,92,1,5.19,0,0,0,1,1,0,0
40005587700,3944,2459,120,468,100,0,238,37.9,41530,10,906,87,196,126,0,286,575,1349,891,458,419,45,986,144,174,1037,992,526,262,72,59,293,193,160,109,267,176,3763,0,15,34,132,33,44,2610,3713,1349,385,1,61.56,7,6,360 Communications INC -- TDS Telecom -- Nextlink -- T-Mobile US -- Dobson Fiber -- Rise Broadband -- Vyve Broadband,0,1,1,1
40005587800,3857,2945,21,352,0,0,129,41.0,53427,36,874,143,326,124,13,188,289,1491,1184,307,502,0,1025,245,221,1034,1034,253,376,70,31,148,48,253,167,223,155,3766,0,48,12,31,5,3,2735,3669,1491,291,1,15.41,10,7,Atlink Services -- 360 Communications INC -- TDS Telecom -- Nextlink -- T-Mobile US -- Verizon -- Dobson Fiber -- Rise Broadband -- Vyve Broadband -- Windstream Buffalo Valley Inc.,0,1,1,1
40005587900,4409,3271,130,303,0,0,165,41.8,50625,39,1147,278,330,114,0,264,535,1479,1210,269,420,0,1111,162,206,1121,1121,199,337,63,45,212,105,243,133,215,162,4349,6,0,20,34,58,0,3226,4175,1479,338,1,14.94,6,6,360 Communications INC -- TDS Telecom -- Nextlink -- T-Mobile US -- Verizon -- Rise Broadband,0,1,1,1
40007951600,2312,1583,6,48,0,0,761,38.0,67163,3,381,72,165,43,6,71,92,719,611,108,219,2,601,55,61,617,615,455,89,26,16,55,19,35,35,81,55,2036,0,5,86,185,230,8,1484,2143,719,33,1,3.11,4,4,United Communications Association Inc -- Panhandle Telephone -- T-Mobile US -- IdeaTek,0,0,1,1
40007951700,1111,980,0,0,6,0,72,49.5,60833,50,146,40,263,51,10,21,21,436,307,129,70,0,371,26,39,371,371,315,63,6,2,2,2,95,86,67,33,1044,0,0,6,61,61,0,828,1069,436,29,1,1.09,2,2,Panhandle Telephone -- T-Mobile US,0,0,1,1
40007951800,1648,1172,14,10,0,0,504,34.3,57000,16,363,48,137,39,12,66,80,572,435,137,175,0,522,24,26,523,523,357,25,30,30,23,13,73,63,97,78,1418,0,4,32,194,174,5,1075,1564,572,47,1,219.44,1,1,Panhandle Telephone,0,0,1,1
40009966100,6780,6165,78,150,0,0,1133,37.1,57066,76,1537,296,356,282,0,505,847,3126,1809,1317,1083,0,2695,296,135,2713,2713,1996,325,76,51,499,440,341,276,487,429,6477,0,0,133,170,71,0,4395,6202,3126,599,1,168.01,8,4,Bluepeak -- Cable America -- HTSWIRELESS -- TDS Telecom -- T-Mobile US -- Verizon -- Dobson Fiber -- AT&T Inc,0,1,1,1
40009966200,7046,6096,271,29,113,0,1449,32.2,46948,57,1367,443,731,208,91,1071,570,2754,2118,636,792,0,2441,176,137,2464,2464,1574,241,161,140,270,159,603,478,431,417,6272,0,77,188,509,309,10,4527,6640,2754,570,1,52.37,7,4,Cable America -- HTSWIRELESS -- TDS Telecom -- T-Mobile US -- Verizon -- Dobson Fiber -- AT&T Inc,0,1,1,1
40009966500,1275,1150,4,17,0,0,122,36.8,41953,38,286,31,139,25,1,225,127,565,363,202,170,0,472,59,34,475,475,200,56,90,61,80,59,90,73,38,37,1272,0,3,0,0,8,0,856,1126,565,85,1,3.65,0,0,0,0,1,0,0
40009966800,7194,4962,1069,239,26,1,862,37.7,53125,119,1209,879,348,59,17,393,372,1568,1004,564,460,0,1293,128,147,1319,1319,680,204,105,86,238,161,243,172,125,101,7078,14,14,6,82,51,0,5519,6908,1568,302,1,19.22,5,3,Pioneer Telephone Cooperative Inc. -- Southern Plains Cable LLC -- Cable America -- HTSWIRELESS -- T-Mobile US,0,1,1,1
40011958600,1522,1357,0,16,0,0,152,37.0,56901,105,159,23,111,52,2,249,101,619,369,250,226,3,485,104,27,490,487,266,127,56,47,45,26,45,35,82,77,1473,0,0,5,44,39,0,888,1376,619,63,1,9.35,3,3,Pioneer Telephone Cooperative Inc. -- Chisholm Broadband -- Nextlink,0,1,1,1
40011958700,1353,1156,2,97,0,0,76,41.9,65625,16,349,53,201,46,3,23,33,607,530,77,192,4,541,46,16,549,545,398,56,3,0,46,19,101,90,85,74,1346,0,0,2,5,1,0,906,1266,607,62,1,9.77,3,2,Pioneer Telephone Cooperative Inc. -- Optimum -- Nextlink,0,1,1,1
