county,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,HH Income,WGTP
47001,0,0,0,0,0,0,0,0,0,0,428,0,0,428,428,0,0,15
47001,0,0,0,0,0,0,0,0,0,0,856,0,0,856,856,0,0,21
47001,0,0,0,0,0,0,0,0,0,0,1273,0,1273,1273,0,0,0,25
47001,0,0,0,0,0,0,0,0,0,0,1540,0,0,1540,0,0,0,28
47001,0,0,0,0,0,0,0,0,0,0,1833,0,1833,0,0,0,0,31
47001,0,0,0,0,0,0,0,0,0,0,7829,0,0,0,7829,0,0,63
47001,0,0,0,0,1,428,0,0,0,0,428,0,0,0,0,0,29185,15
47001,0,0,0,1,0,0,0,0,0,0,589,0,0,589,0,0,0,17
47001,0,0,0,1,0,0,0,0,0,0,4693,0,0,0,0,0,31269,49
47001,5,0,0,0,1,0,0,0,0,0,942,0,0,0,0,0,1042,22
47001,5,0,0,0,1,0,0,15594,0,0,0,0,0,0,15594,0,834,89
47001,5,0,0,1,0,2640,0,0,0,0,2640,0,0,0,2640,0,1147,37
47001,8,0,0,1,0,0,0,0,0,0,204,0,0,204,204,0,1147,10
47001,8,0,0,1,1,0,0,0,0,0,1125,0,0,1125,1125,0,1668,24
47001,10,0,0,1,0,0,0,0,0,0,2714,0,0,0,0,0,2085,37
47001,10,0,1,1,1,0,0,0,0,0,1077,0,0,0,1077,0,2189,23
47001,13,0,0,0,0,0,0,0,0,0,2640,0,0,2640,0,0,2397,37
47001,13,0,0,1,1,0,0,0,0,0,555,0,0,0,0,0,2710,17
47001,16,0,0,0,0,0,0,0,0,0,5402,0,0,0,0,0,2606,52
47001,19,0,0,1,1,0,0,0,0,0,2640,0,0,2640,0,0,2710,37
47001,20,0,0,1,1,0,0,735,0,0,0,0,0,735,735,0,2918,19
47001,20,1,0,0,1,0,0,0,0,0,624,0,0,624,624,0,3283,18
47001,23,0,0,0,1,0,0,0,0,0,11305,0,0,0,11305,0,3440,76
47001,26,0,0,0,0,0,0,0,0,0,1173,0,0,1173,1173,0,3544,24
47001,31,0,0,1,1,0,0,0,0,0,59210,0,0,0,0,0,6045,174
47001,32,0,0,0,0,0,0,0,0,0,898,0,0,0,898,0,6254,21
47001,33,0,0,0,0,0,0,0,0,0,1773,0,1773,1773,1773,0,5212,30
47001,33,0,0,1,1,0,0,0,0,0,56804,0,0,0,0,0,33667,170
47001,34,0,0,1,1,0,0,0,0,0,24422,0,0,0,0,0,14592,112
47001,37,0,0,0,1,41,0,0,0,0,41,0,0,41,41,0,5107,5
47001,38,0,0,1,0,0,0,0,0,0,815,0,0,0,0,0,8547,20
47001,39,0,0,1,1,0,0,0,0,0,4890,4890,0,0,4890,4890,9381,50
47001,40,0,1,1,1,0,0,0,0,0,4217,0,0,0,4217,0,6358,46
47001,41,1,0,1,1,0,0,4596,0,0,4596,0,0,0,4596,0,10110,48
47001,45,0,0,0,0,0,0,0,0,0,15064,0,0,15064,0,0,6358,88
47001,45,0,0,1,0,0,0,0,0,0,2424,0,0,0,0,0,46904,35
47001,45,0,0,1,1,0,0,0,0,0,12712,0,0,0,12712,0,9068,80
47001,46,0,0,1,1,0,0,0,0,0,6050,0,0,6050,0,0,11257,56
47001,47,0,0,1,1,30068,0,0,0,0,30068,0,0,0,0,0,14592,124
47001,47,0,1,1,1,0,0,0,0,0,1713,0,0,0,1713,0,25537,30
47001,49,0,1,1,1,0,0,0,0,0,1654,0,0,0,0,0,7817,29
47001,53,1,0,1,0,0,0,0,0,0,62,0,0,62,0,0,9485,6
47001,54,0,0,0,1,0,0,0,0,0,147,0,0,147,147,0,9902,9
47001,57,0,0,1,1,0,0,0,0,0,2021,0,0,2021,0,0,11570,32
47001,58,0,0,1,1,0,0,0,0,0,1077,0,0,1077,1077,0,11101,23
